Demand_Month,Region,Material_ID,Material_Name,Category,UOM,Historical_Usage_Qty,Open_Project_Demand_Qty,Seasonality_Index,Trend_Index,Forecast_Need_Qty,Safety_Stock_Qty,Total_Required_Qty,Available_Qty,Projected_Shortage_Qty,Projected_Shortage_Cost_$,Current_Unit_Cost_$,Forecast_Scenario
2022-09-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,161,62,1.0,1.083,241,48,289,390,0,0,23886,Base
2022-10-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,178,58,0.92,1.094,237,47,284,274,10,238860,23886,Base
2022-11-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,135,51,0.87,1.105,179,36,215,204,11,262746,23886,Base
2022-12-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,145,35,0.85,1.116,171,34,205,174,31,740466,23886,Base
2023-01-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,152,32,0.87,1.127,180,36,216,309,0,0,23886,Base
2023-02-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,172,24,0.92,1.138,205,41,246,235,11,262746,23886,Base
2023-03-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,169,69,1.0,1.149,274,55,329,372,0,0,23886,Base
2023-04-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,198,20,1.08,1.161,273,55,328,409,0,0,23886,Base
2023-05-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,192,48,1.13,1.173,318,64,382,520,0,0,23886,Base
2023-06-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,209,11,1.15,1.184,300,60,360,407,0,0,23886,Base
2023-07-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,206,60,1.13,1.196,360,72,432,381,51,1218186,23886,Base
2023-08-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,200,22,1.08,1.208,290,58,348,496,0,0,23886,Base
2023-09-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,193,41,1.0,1.22,286,57,343,347,0,0,23886,Base
2023-10-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,160,56,0.92,1.232,245,49,294,374,0,0,23886,Base
2023-11-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,130,15,0.87,1.245,157,31,188,197,0,0,23886,Base
2023-12-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,156,33,0.85,1.257,202,40,242,244,0,0,23886,Base
2024-01-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,123,14,0.87,1.27,151,30,181,253,0,0,23886,Base
2024-02-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,139,27,0.92,1.282,196,39,235,221,14,334404,23886,Base
2024-03-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,191,16,1.0,1.295,268,54,322,396,0,0,23886,Base
2024-04-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,180,15,1.08,1.308,276,55,331,399,0,0,23886,Base
2024-05-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,193,36,1.13,1.321,342,68,410,566,0,0,23886,Base
2024-06-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,235,39,1.15,1.335,421,84,505,671,0,0,23886,Base
2024-07-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,173,39,1.13,1.348,323,65,388,408,0,0,23886,Base
2024-08-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,149,43,1.08,1.361,282,56,338,460,0,0,23886,Base
2024-09-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,144,42,1.0,1.375,256,51,307,286,21,501606,23886,Base
2024-10-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,141,46,0.92,1.389,239,48,287,390,0,0,23886,Base
2024-11-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,162,37,0.87,1.403,243,49,292,399,0,0,23886,Base
2024-12-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,161,65,0.85,1.417,272,54,326,441,0,0,23886,Base
2025-01-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,153,13,0.87,1.431,207,41,248,348,0,0,23886,Base
2025-02-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,142,21,0.92,1.445,217,43,260,375,0,0,23886,Base
2025-03-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,172,42,1.0,1.46,312,62,374,370,4,95544,23886,Base
2025-04-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,149,60,1.08,1.474,333,67,400,452,0,0,23886,Base
2025-05-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,207,27,1.13,1.489,394,79,473,585,0,0,23886,Base
2025-06-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,205,33,1.15,1.504,412,82,494,653,0,0,23886,Base
2025-07-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,156,62,1.13,1.519,374,75,449,561,0,0,23886,Base
2025-08-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,208,88,1.08,1.534,490,98,588,731,0,0,23886,Base
2025-09-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,189,34,1.0,1.549,345,69,414,581,0,0,23886,Base
2025-10-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,145,35,0.92,1.565,259,52,311,324,0,0,23886,Base
2025-11-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,157,35,0.87,1.58,264,53,317,369,0,0,23886,Base
2025-12-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,151,13,0.85,1.596,223,45,268,315,0,0,23886,Base
2026-01-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,127,33,0.87,1.612,224,45,269,377,0,0,23886,Base
2026-02-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,138,45,0.92,1.628,274,55,329,412,0,0,23886,Base
2026-03-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,183,70,1.0,1.645,416,83,499,596,0,0,23886,Base
2026-04-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,216,55,1.08,1.661,486,97,583,752,0,0,23886,Base
2026-05-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,199,54,1.13,1.678,480,96,576,665,0,0,23886,Base
2026-06-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,202,31,1.15,1.694,454,91,545,512,33,788238,23886,Base
2026-07-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,204,65,1.13,1.711,520,104,624,884,0,0,23886,Base
2026-08-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,180,54,1.08,1.729,437,87,524,569,0,0,23886,Base
2026-09-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,140,33,1.0,1.746,302,60,362,330,32,764352,23886,Base
2026-10-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,151,37,0.92,1.763,305,61,366,452,0,0,23886,Base
2026-11-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,172,19,0.87,1.781,296,59,355,415,0,0,23886,Base
2026-12-01,East,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,163,51,0.85,1.799,327,65,392,347,45,1074870,23886,Base
2022-01-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,151,49,0.87,1.0,174,35,209,201,8,191088,23886,Base
2022-02-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,118,31,0.92,1.01,138,28,166,171,0,0,23886,Base
2022-03-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,149,12,1.0,1.02,164,33,197,221,0,0,23886,Base
2022-04-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,166,63,1.08,1.03,255,51,306,406,0,0,23886,Base
2022-05-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,148,61,1.13,1.041,246,49,295,287,8,191088,23886,Base
2022-06-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,150,45,1.15,1.051,236,47,283,376,0,0,23886,Base
2022-07-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,187,70,1.13,1.062,308,62,370,472,0,0,23886,Base
2022-08-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,171,18,1.08,1.072,219,44,263,233,30,716580,23886,Base
2022-09-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,157,41,1.0,1.083,214,43,257,314,0,0,23886,Base
2022-10-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,124,51,0.92,1.094,176,35,211,184,27,644922,23886,Base
2022-11-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,130,33,0.87,1.105,157,31,188,199,0,0,23886,Base
2022-12-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,102,30,0.85,1.116,125,25,150,191,0,0,23886,Base
2023-01-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,110,22,0.87,1.127,129,26,155,201,0,0,23886,Base
2023-02-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,138,61,0.92,1.138,208,42,250,304,0,0,23886,Base
2023-03-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,137,29,1.0,1.149,191,38,229,265,0,0,23886,Base
2023-04-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,190,18,1.08,1.161,261,52,313,430,0,0,23886,Base
2023-05-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,166,28,1.13,1.173,257,51,308,411,0,0,23886,Base
2023-06-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,142,8,1.15,1.184,204,41,245,266,0,0,23886,Base
2023-07-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,135,24,1.13,1.196,215,43,258,256,2,47772,23886,Base
2023-08-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,175,13,1.08,1.208,245,49,294,420,0,0,23886,Base
2023-09-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,129,43,1.0,1.22,210,42,252,332,0,0,23886,Base
2023-10-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,120,6,0.92,1.232,143,29,172,196,0,0,23886,Base
2023-11-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,125,32,0.87,1.245,170,34,204,233,0,0,23886,Base
2023-12-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,114,11,0.85,1.257,134,27,161,157,4,95544,23886,Base
2024-01-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,135,57,0.87,1.27,212,42,254,270,0,0,23886,Base
2024-02-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,136,28,0.92,1.282,193,39,232,201,31,740466,23886,Base
2024-03-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,125,45,1.0,1.295,220,44,264,295,0,0,23886,Base
2024-04-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,179,21,1.08,1.308,283,57,340,384,0,0,23886,Base
2024-05-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,163,25,1.13,1.321,281,56,337,463,0,0,23886,Base
2024-06-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,178,15,1.15,1.335,296,59,355,418,0,0,23886,Base
2024-07-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,135,23,1.13,1.348,241,48,289,347,0,0,23886,Base
2024-08-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,169,19,1.08,1.361,276,55,331,430,0,0,23886,Base
2024-09-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,136,8,1.0,1.375,198,40,238,288,0,0,23886,Base
2024-10-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,136,59,0.92,1.389,249,50,299,429,0,0,23886,Base
2024-11-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,119,23,0.87,1.403,173,35,208,235,0,0,23886,Base
2024-12-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,151,63,0.85,1.417,258,52,310,324,0,0,23886,Base
2025-01-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,115,30,0.87,1.431,180,36,216,259,0,0,23886,Base
2025-02-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,159,44,0.92,1.445,270,54,324,282,42,1003212,23886,Base
2025-03-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,173,74,1.0,1.46,361,72,433,486,0,0,23886,Base
2025-04-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,155,30,1.08,1.474,295,59,354,505,0,0,23886,Base
2025-05-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,155,49,1.13,1.489,343,69,412,441,0,0,23886,Base
2025-06-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,163,73,1.15,1.504,408,82,490,549,0,0,23886,Base
2025-07-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,201,86,1.13,1.519,493,99,592,818,0,0,23886,Base
2025-08-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,168,23,1.08,1.534,316,63,379,384,0,0,23886,Base
2025-09-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,151,46,1.0,1.549,305,61,366,424,0,0,23886,Base
2025-10-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,111,11,0.92,1.565,176,35,211,295,0,0,23886,Base
2025-11-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,147,34,0.87,1.58,249,50,299,390,0,0,23886,Base
2025-12-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,105,45,0.85,1.596,204,41,245,306,0,0,23886,Base
2026-01-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,106,38,0.87,1.612,202,40,242,233,9,214974,23886,Base
2026-02-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,124,39,0.92,1.628,244,49,293,358,0,0,23886,Base
2026-03-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,147,18,1.0,1.645,271,54,325,337,0,0,23886,Base
2026-04-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,186,37,1.08,1.661,400,80,480,493,0,0,23886,Base
2026-05-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,187,20,1.13,1.678,392,78,470,574,0,0,23886,Base
2026-06-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,150,8,1.15,1.694,308,62,370,341,29,692694,23886,Base
2026-07-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,159,13,1.13,1.711,333,67,400,361,39,931554,23886,Base
2026-08-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,178,17,1.08,1.729,364,73,437,596,0,0,23886,Base
2026-09-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,150,65,1.0,1.746,375,75,450,627,0,0,23886,Base
2026-10-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,119,6,0.92,1.763,203,41,244,209,35,836010,23886,Base
2026-11-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,124,49,0.87,1.781,268,54,322,370,0,0,23886,Base
2026-12-01,West,MAT-01029,Pad-Mount Transformer 500 kVA — Type 03,Transformers,Each,133,14,0.85,1.799,225,45,270,357,0,0,23886,Base
2022-01-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,123,32,0.87,1.0,135,27,162,204,0,0,5751,Base
2022-02-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,117,29,0.92,1.01,136,27,163,229,0,0,5751,Base
2022-03-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,96,41,1.0,1.02,140,28,168,200,0,0,5751,Base
2022-04-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,139,19,1.08,1.03,176,35,211,294,0,0,5751,Base
2022-05-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,121,23,1.13,1.041,169,34,203,193,10,57510,5751,Base
2022-06-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,157,36,1.15,1.051,233,47,280,323,0,0,5751,Base
2022-07-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,128,16,1.13,1.062,173,35,208,213,0,0,5751,Base
2022-08-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,113,35,1.08,1.072,171,34,205,216,0,0,5751,Base
2022-09-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,118,41,1.0,1.083,172,34,206,296,0,0,5751,Base
2022-10-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,99,30,0.92,1.094,130,26,156,138,18,103518,5751,Base
2022-11-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,93,11,0.87,1.105,100,20,120,120,0,0,5751,Base
2022-12-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,104,34,0.85,1.116,131,26,157,157,0,0,5751,Base
2023-01-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,115,48,0.87,1.127,160,32,192,192,0,0,5751,Base
2023-02-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,124,15,0.92,1.138,146,29,175,193,0,0,5751,Base
2023-03-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,114,9,1.0,1.149,141,28,169,184,0,0,5751,Base
2023-04-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,106,23,1.08,1.161,162,32,194,214,0,0,5751,Base
2023-05-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,134,7,1.13,1.173,187,37,224,280,0,0,5751,Base
2023-06-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,133,53,1.15,1.184,253,51,304,414,0,0,5751,Base
2023-07-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,118,32,1.13,1.196,203,41,244,214,30,172530,5751,Base
2023-08-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,149,56,1.08,1.208,267,53,320,435,0,0,5751,Base
2023-09-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,142,42,1.0,1.22,225,45,270,251,19,109269,5751,Base
2023-10-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,90,19,0.92,1.232,124,25,149,153,0,0,5751,Base
2023-11-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,116,49,0.87,1.245,179,36,215,198,17,97767,5751,Base
2023-12-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,107,23,0.85,1.257,139,28,167,238,0,0,5751,Base
2024-01-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,94,25,0.87,1.27,131,26,157,140,17,97767,5751,Base
2024-02-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,116,29,0.92,1.282,171,34,205,219,0,0,5751,Base
2024-03-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,101,19,1.0,1.295,155,31,186,209,0,0,5751,Base
2024-04-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,106,37,1.08,1.308,202,40,242,288,0,0,5751,Base
2024-05-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,161,71,1.13,1.321,346,69,415,363,52,299052,5751,Base
2024-06-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,144,50,1.15,1.335,298,60,358,459,0,0,5751,Base
2024-07-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,121,22,1.13,1.348,218,44,262,290,0,0,5751,Base
2024-08-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,126,11,1.08,1.361,201,40,241,210,31,178281,5751,Base
2024-09-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,141,60,1.0,1.375,276,55,331,310,21,120771,5751,Base
2024-10-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,107,25,0.92,1.389,169,34,203,276,0,0,5751,Base
2024-11-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,120,50,0.87,1.403,207,41,248,321,0,0,5751,Base
2024-12-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,116,45,0.85,1.417,194,39,233,215,18,103518,5751,Base
2025-01-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,97,35,0.87,1.431,164,33,197,171,26,149526,5751,Base
2025-02-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,118,49,0.92,1.445,222,44,266,355,0,0,5751,Base
2025-03-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,127,29,1.0,1.46,228,46,274,302,0,0,5751,Base
2025-04-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,143,51,1.08,1.474,309,62,371,498,0,0,5751,Base
2025-05-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,127,44,1.13,1.489,288,58,346,465,0,0,5751,Base
2025-06-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,112,15,1.15,1.504,220,44,264,261,3,17253,5751,Base
2025-07-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,117,40,1.13,1.519,269,54,323,423,0,0,5751,Base
2025-08-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,135,7,1.08,1.534,235,47,282,401,0,0,5751,Base
2025-09-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,132,59,1.0,1.549,296,59,355,349,6,34506,5751,Base
2025-10-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,121,11,0.92,1.565,190,38,228,298,0,0,5751,Base
2025-11-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,107,28,0.87,1.58,186,37,223,218,5,28755,5751,Base
2025-12-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,84,14,0.85,1.596,133,27,160,219,0,0,5751,Base
2026-01-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,84,19,0.87,1.612,144,29,173,152,21,120771,5751,Base
2026-02-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,122,39,0.92,1.628,241,48,289,308,0,0,5751,Base
2026-03-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,121,50,1.0,1.645,281,56,337,464,0,0,5751,Base
2026-04-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,143,48,1.08,1.661,343,69,412,543,0,0,5751,Base
2026-05-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,116,8,1.13,1.678,235,47,282,401,0,0,5751,Base
2026-06-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,132,49,1.15,1.694,353,71,424,575,0,0,5751,Base
2026-07-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,157,15,1.13,1.711,333,67,400,423,0,0,5751,Base
2026-08-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,112,39,1.08,1.729,282,56,338,457,0,0,5751,Base
2026-09-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,98,22,1.0,1.746,209,42,251,319,0,0,5751,Base
2026-10-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,116,23,0.92,1.763,225,45,270,345,0,0,5751,Base
2026-11-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,108,16,0.87,1.781,192,38,230,284,0,0,5751,Base
2026-12-01,North,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,120,13,0.85,1.799,203,41,244,247,0,0,5751,Base
2022-01-01,South,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,114,20,0.87,1.0,117,23,140,132,8,46008,5751,Base
2022-02-01,South,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,114,34,0.92,1.01,138,28,166,240,0,0,5751,Base
2022-03-01,South,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,91,36,1.0,1.02,130,26,156,225,0,0,5751,Base
2022-04-01,South,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,121,43,1.08,1.03,182,36,218,246,0,0,5751,Base
2022-05-01,South,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,148,37,1.13,1.041,218,44,262,332,0,0,5751,Base
2022-06-01,South,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,126,35,1.15,1.051,195,39,234,241,0,0,5751,Base
2022-07-01,South,MAT-01030,Pole-Mount Transformer 50 kVA — Type 03,Transformers,Each,151,41,1.13,1.062,230,46,276,375,0,0,5751,Base
