Material_ID,Material_Name,Material_Archetype,Category,UOM,Current_Unit_Cost_$,Criticality
MAT-01913,Composite Utility Pole — Type 77,Composite Utility Pole,Structures,Each,2128,Critical
MAT-01914,Crossarm Assembly — Type 77,Crossarm Assembly,Structures,Each,480,Low
MAT-01915,15 kV Cable — Type 77,15 kV Cable,Conductor,Foot,10,Medium
MAT-01916,35 kV Cable — Type 77,35 kV Cable,Conductor,Foot,25,Medium
MAT-01917,Pad-Mount Transformer 500 kVA — Type 77,Pad-Mount Transformer 500 kVA,Transformers,Each,32946,Critical
MAT-01918,Pole-Mount Transformer 50 kVA — Type 77,Pole-Mount Transformer 50 kVA,Transformers,Each,5961,Low
MAT-01919,Recloser Control Package — Type 77,Recloser Control Package,Protection,Each,12154,High
MAT-01920,Switchgear Cabinet — Type 77,Switchgear Cabinet,Protection,Each,15622,Medium
MAT-01921,Smart Meter — Type 77,Smart Meter,Metering,Each,182,Medium
MAT-01922,Communication Gateway — Type 77,Communication Gateway,Communications,Each,1023,Low
MAT-01923,Grounding Kit — Type 77,Grounding Kit,Accessories,Kit,126,Critical
MAT-01924,Connector Set — Type 77,Connector Set,Accessories,Kit,74,High
MAT-01925,Composite Utility Pole — Type 78,Composite Utility Pole,Structures,Each,2683,High
MAT-01926,Crossarm Assembly — Type 78,Crossarm Assembly,Structures,Each,379,Low
MAT-01927,15 kV Cable — Type 78,15 kV Cable,Conductor,Foot,11,Low
MAT-01928,35 kV Cable — Type 78,35 kV Cable,Conductor,Foot,28,Medium
MAT-01929,Pad-Mount Transformer 500 kVA — Type 78,Pad-Mount Transformer 500 kVA,Transformers,Each,21710,High
MAT-01930,Pole-Mount Transformer 50 kVA — Type 78,Pole-Mount Transformer 50 kVA,Transformers,Each,5313,Low
MAT-01931,Recloser Control Package — Type 78,Recloser Control Package,Protection,Each,18467,Medium
MAT-01932,Switchgear Cabinet — Type 78,Switchgear Cabinet,Protection,Each,20594,Medium
MAT-01933,Smart Meter — Type 78,Smart Meter,Metering,Each,158,Medium
MAT-01934,Communication Gateway — Type 78,Communication Gateway,Communications,Each,866,Medium
MAT-01935,Grounding Kit — Type 78,Grounding Kit,Accessories,Kit,148,Critical
MAT-01936,Connector Set — Type 78,Connector Set,Accessories,Kit,74,High
MAT-01937,Composite Utility Pole — Type 79,Composite Utility Pole,Structures,Each,1887,High
MAT-01938,Crossarm Assembly — Type 79,Crossarm Assembly,Structures,Each,400,Medium
MAT-01939,15 kV Cable — Type 79,15 kV Cable,Conductor,Foot,10,Medium
MAT-01940,35 kV Cable — Type 79,35 kV Cable,Conductor,Foot,23,Medium
MAT-01941,Pad-Mount Transformer 500 kVA — Type 79,Pad-Mount Transformer 500 kVA,Transformers,Each,21993,Critical
MAT-01942,Pole-Mount Transformer 50 kVA — Type 79,Pole-Mount Transformer 50 kVA,Transformers,Each,6648,Low
MAT-01943,Recloser Control Package — Type 79,Recloser Control Package,Protection,Each,17196,Medium
MAT-01944,Switchgear Cabinet — Type 79,Switchgear Cabinet,Protection,Each,24225,High
MAT-01945,Smart Meter — Type 79,Smart Meter,Metering,Each,174,Medium
MAT-01946,Communication Gateway — Type 79,Communication Gateway,Communications,Each,1203,Low
MAT-01947,Grounding Kit — Type 79,Grounding Kit,Accessories,Kit,148,Critical
MAT-01948,Connector Set — Type 79,Connector Set,Accessories,Kit,67,High
MAT-01949,Composite Utility Pole — Type 80,Composite Utility Pole,Structures,Each,2169,Critical
MAT-01950,Crossarm Assembly — Type 80,Crossarm Assembly,Structures,Each,393,Low
MAT-01951,15 kV Cable — Type 80,15 kV Cable,Conductor,Foot,11,Low
MAT-01952,35 kV Cable — Type 80,35 kV Cable,Conductor,Foot,24,Low
MAT-01953,Pad-Mount Transformer 500 kVA — Type 80,Pad-Mount Transformer 500 kVA,Transformers,Each,31458,Critical
MAT-01954,Pole-Mount Transformer 50 kVA — Type 80,Pole-Mount Transformer 50 kVA,Transformers,Each,5109,Low
MAT-01955,Recloser Control Package — Type 80,Recloser Control Package,Protection,Each,16974,Medium
MAT-01956,Switchgear Cabinet — Type 80,Switchgear Cabinet,Protection,Each,22118,Medium
MAT-01957,Smart Meter — Type 80,Smart Meter,Metering,Each,158,Critical
MAT-01958,Communication Gateway — Type 80,Communication Gateway,Communications,Each,809,Low
MAT-01959,Grounding Kit — Type 80,Grounding Kit,Accessories,Kit,166,Critical
MAT-01960,Connector Set — Type 80,Connector Set,Accessories,Kit,60,Medium
MAT-01961,Composite Utility Pole — Type 81,Composite Utility Pole,Structures,Each,2298,Critical
MAT-01962,Crossarm Assembly — Type 81,Crossarm Assembly,Structures,Each,517,Medium
MAT-01963,15 kV Cable — Type 81,15 kV Cable,Conductor,Foot,11,Medium
MAT-01964,35 kV Cable — Type 81,35 kV Cable,Conductor,Foot,26,Low
MAT-01965,Pad-Mount Transformer 500 kVA — Type 81,Pad-Mount Transformer 500 kVA,Transformers,Each,29475,Critical
MAT-01966,Pole-Mount Transformer 50 kVA — Type 81,Pole-Mount Transformer 50 kVA,Transformers,Each,6617,Low
MAT-01967,Recloser Control Package — Type 81,Recloser Control Package,Protection,Each,12606,Critical
MAT-01968,Switchgear Cabinet — Type 81,Switchgear Cabinet,Protection,Each,16169,High
MAT-01969,Smart Meter — Type 81,Smart Meter,Metering,Each,127,Critical
MAT-01970,Communication Gateway — Type 81,Communication Gateway,Communications,Each,847,Medium
MAT-01971,Grounding Kit — Type 81,Grounding Kit,Accessories,Kit,150,High
MAT-01972,Connector Set — Type 81,Connector Set,Accessories,Kit,76,Critical
MAT-01973,Composite Utility Pole — Type 82,Composite Utility Pole,Structures,Each,2522,Critical
MAT-01974,Crossarm Assembly — Type 82,Crossarm Assembly,Structures,Each,407,Low
MAT-01975,15 kV Cable — Type 82,15 kV Cable,Conductor,Foot,15,Low
MAT-01976,35 kV Cable — Type 82,35 kV Cable,Conductor,Foot,28,Low
MAT-01977,Pad-Mount Transformer 500 kVA — Type 82,Pad-Mount Transformer 500 kVA,Transformers,Each,33252,High
MAT-01978,Pole-Mount Transformer 50 kVA — Type 82,Pole-Mount Transformer 50 kVA,Transformers,Each,6622,Low
MAT-01979,Recloser Control Package — Type 82,Recloser Control Package,Protection,Each,15702,High
MAT-01980,Switchgear Cabinet — Type 82,Switchgear Cabinet,Protection,Each,20675,High
MAT-01981,Smart Meter — Type 82,Smart Meter,Metering,Each,163,Medium
MAT-01982,Communication Gateway — Type 82,Communication Gateway,Communications,Each,1160,Low
MAT-01983,Grounding Kit — Type 82,Grounding Kit,Accessories,Kit,139,Critical
MAT-01984,Connector Set — Type 82,Connector Set,Accessories,Kit,64,Medium
MAT-01985,Composite Utility Pole — Type 83,Composite Utility Pole,Structures,Each,2565,Medium
MAT-01986,Crossarm Assembly — Type 83,Crossarm Assembly,Structures,Each,459,Low
MAT-01987,15 kV Cable — Type 83,15 kV Cable,Conductor,Foot,14,Low
MAT-01988,35 kV Cable — Type 83,35 kV Cable,Conductor,Foot,29,Low
MAT-01989,Pad-Mount Transformer 500 kVA — Type 83,Pad-Mount Transformer 500 kVA,Transformers,Each,26657,High
MAT-01990,Pole-Mount Transformer 50 kVA — Type 83,Pole-Mount Transformer 50 kVA,Transformers,Each,6566,Medium
MAT-01991,Recloser Control Package — Type 83,Recloser Control Package,Protection,Each,12226,High
MAT-01992,Switchgear Cabinet — Type 83,Switchgear Cabinet,Protection,Each,18843,Medium
MAT-01993,Smart Meter — Type 83,Smart Meter,Metering,Each,153,Critical
MAT-01994,Communication Gateway — Type 83,Communication Gateway,Communications,Each,956,Low
MAT-01995,Grounding Kit — Type 83,Grounding Kit,Accessories,Kit,130,Critical
MAT-01996,Connector Set — Type 83,Connector Set,Accessories,Kit,59,Critical
MAT-01997,Composite Utility Pole — Type 84,Composite Utility Pole,Structures,Each,2648,Medium
MAT-01998,Crossarm Assembly — Type 84,Crossarm Assembly,Structures,Each,523,Low
MAT-01999,15 kV Cable — Type 84,15 kV Cable,Conductor,Foot,13,Low
MAT-02000,35 kV Cable — Type 84,35 kV Cable,Conductor,Foot,32,Low
MAT-02001,Pad-Mount Transformer 500 kVA — Type 84,Pad-Mount Transformer 500 kVA,Transformers,Each,21725,Critical
MAT-02002,Pole-Mount Transformer 50 kVA — Type 84,Pole-Mount Transformer 50 kVA,Transformers,Each,7449,Medium
MAT-02003,Recloser Control Package — Type 84,Recloser Control Package,Protection,Each,12246,High
MAT-02004,Switchgear Cabinet — Type 84,Switchgear Cabinet,Protection,Each,20233,Critical
MAT-02005,Smart Meter — Type 84,Smart Meter,Metering,Each,150,Critical
MAT-02006,Communication Gateway — Type 84,Communication Gateway,Communications,Each,847,Low
MAT-02007,Grounding Kit — Type 84,Grounding Kit,Accessories,Kit,157,High
MAT-02008,Connector Set — Type 84,Connector Set,Accessories,Kit,73,Medium
MAT-02009,Composite Utility Pole — Type 85,Composite Utility Pole,Structures,Each,1880,Critical
MAT-02010,Crossarm Assembly — Type 85,Crossarm Assembly,Structures,Each,465,Low
MAT-02011,15 kV Cable — Type 85,15 kV Cable,Conductor,Foot,11,Low
MAT-02012,35 kV Cable — Type 85,35 kV Cable,Conductor,Foot,32,Medium
MAT-02013,Pad-Mount Transformer 500 kVA — Type 85,Pad-Mount Transformer 500 kVA,Transformers,Each,28737,Critical
MAT-02014,Pole-Mount Transformer 50 kVA — Type 85,Pole-Mount Transformer 50 kVA,Transformers,Each,5131,Medium
MAT-02015,Recloser Control Package — Type 85,Recloser Control Package,Protection,Each,15796,Medium
MAT-02016,Switchgear Cabinet — Type 85,Switchgear Cabinet,Protection,Each,15688,High
MAT-02017,Smart Meter — Type 85,Smart Meter,Metering,Each,153,High
MAT-02018,Communication Gateway — Type 85,Communication Gateway,Communications,Each,916,Low
MAT-02019,Grounding Kit — Type 85,Grounding Kit,Accessories,Kit,129,Critical
MAT-02020,Connector Set — Type 85,Connector Set,Accessories,Kit,66,Medium
MAT-02021,Composite Utility Pole — Type 86,Composite Utility Pole,Structures,Each,2247,Medium
MAT-02022,Crossarm Assembly — Type 86,Crossarm Assembly,Structures,Each,528,Low
MAT-02023,15 kV Cable — Type 86,15 kV Cable,Conductor,Foot,14,Low
MAT-02024,35 kV Cable — Type 86,35 kV Cable,Conductor,Foot,28,Low
MAT-02025,Pad-Mount Transformer 500 kVA — Type 86,Pad-Mount Transformer 500 kVA,Transformers,Each,28707,High
MAT-02026,Pole-Mount Transformer 50 kVA — Type 86,Pole-Mount Transformer 50 kVA,Transformers,Each,6557,Medium
MAT-02027,Recloser Control Package — Type 86,Recloser Control Package,Protection,Each,14532,Critical
MAT-02028,Switchgear Cabinet — Type 86,Switchgear Cabinet,Protection,Each,21305,Medium
MAT-02029,Smart Meter — Type 86,Smart Meter,Metering,Each,120,High
MAT-02030,Communication Gateway — Type 86,Communication Gateway,Communications,Each,1176,Medium
MAT-02031,Grounding Kit — Type 86,Grounding Kit,Accessories,Kit,144,Critical
MAT-02032,Connector Set — Type 86,Connector Set,Accessories,Kit,60,Critical
MAT-02033,Composite Utility Pole — Type 87,Composite Utility Pole,Structures,Each,1747,High
MAT-02034,Crossarm Assembly — Type 87,Crossarm Assembly,Structures,Each,382,Low
MAT-02035,15 kV Cable — Type 87,15 kV Cable,Conductor,Foot,12,Low
MAT-02036,35 kV Cable — Type 87,35 kV Cable,Conductor,Foot,28,Low
MAT-02037,Pad-Mount Transformer 500 kVA — Type 87,Pad-Mount Transformer 500 kVA,Transformers,Each,30501,Critical
MAT-02038,Pole-Mount Transformer 50 kVA — Type 87,Pole-Mount Transformer 50 kVA,Transformers,Each,5439,Low
MAT-02039,Recloser Control Package — Type 87,Recloser Control Package,Protection,Each,17982,High
MAT-02040,Switchgear Cabinet — Type 87,Switchgear Cabinet,Protection,Each,23817,High
MAT-02041,Smart Meter — Type 87,Smart Meter,Metering,Each,146,High
MAT-02042,Communication Gateway — Type 87,Communication Gateway,Communications,Each,1143,Low
MAT-02043,Grounding Kit — Type 87,Grounding Kit,Accessories,Kit,115,Critical
MAT-02044,Connector Set — Type 87,Connector Set,Accessories,Kit,77,Medium
MAT-02045,Composite Utility Pole — Type 88,Composite Utility Pole,Structures,Each,2578,High
MAT-02046,Crossarm Assembly — Type 88,Crossarm Assembly,Structures,Each,494,Low
MAT-02047,15 kV Cable — Type 88,15 kV Cable,Conductor,Foot,13,Low
MAT-02048,35 kV Cable — Type 88,35 kV Cable,Conductor,Foot,32,Medium
MAT-02049,Pad-Mount Transformer 500 kVA — Type 88,Pad-Mount Transformer 500 kVA,Transformers,Each,31815,Critical
MAT-02050,Pole-Mount Transformer 50 kVA — Type 88,Pole-Mount Transformer 50 kVA,Transformers,Each,7742,Low
MAT-02051,Recloser Control Package — Type 88,Recloser Control Package,Protection,Each,14708,High
MAT-02052,Switchgear Cabinet — Type 88,Switchgear Cabinet,Protection,Each,18102,High
MAT-02053,Smart Meter — Type 88,Smart Meter,Metering,Each,124,Critical
MAT-02054,Communication Gateway — Type 88,Communication Gateway,Communications,Each,1088,Medium
MAT-02055,Grounding Kit — Type 88,Grounding Kit,Accessories,Kit,132,Critical
MAT-02056,Connector Set — Type 88,Connector Set,Accessories,Kit,82,Medium
MAT-02057,Composite Utility Pole — Type 89,Composite Utility Pole,Structures,Each,2414,Critical
MAT-02058,Crossarm Assembly — Type 89,Crossarm Assembly,Structures,Each,511,Low
MAT-02059,15 kV Cable — Type 89,15 kV Cable,Conductor,Foot,15,Medium
MAT-02060,35 kV Cable — Type 89,35 kV Cable,Conductor,Foot,30,Medium
MAT-02061,Pad-Mount Transformer 500 kVA — Type 89,Pad-Mount Transformer 500 kVA,Transformers,Each,33197,High
MAT-02062,Pole-Mount Transformer 50 kVA — Type 89,Pole-Mount Transformer 50 kVA,Transformers,Each,7208,Medium
MAT-02063,Recloser Control Package — Type 89,Recloser Control Package,Protection,Each,18073,High
MAT-02064,Switchgear Cabinet — Type 89,Switchgear Cabinet,Protection,Each,16506,High
MAT-02065,Smart Meter — Type 89,Smart Meter,Metering,Each,175,Critical
MAT-02066,Communication Gateway — Type 89,Communication Gateway,Communications,Each,914,Low
MAT-02067,Grounding Kit — Type 89,Grounding Kit,Accessories,Kit,155,Critical
MAT-02068,Connector Set — Type 89,Connector Set,Accessories,Kit,74,Medium
MAT-02069,Composite Utility Pole — Type 90,Composite Utility Pole,Structures,Each,2315,Medium
MAT-02070,Crossarm Assembly — Type 90,Crossarm Assembly,Structures,Each,436,Low
MAT-02071,15 kV Cable — Type 90,15 kV Cable,Conductor,Foot,13,Medium
MAT-02072,35 kV Cable — Type 90,35 kV Cable,Conductor,Foot,31,Medium
MAT-02073,Pad-Mount Transformer 500 kVA — Type 90,Pad-Mount Transformer 500 kVA,Transformers,Each,30895,High
MAT-02074,Pole-Mount Transformer 50 kVA — Type 90,Pole-Mount Transformer 50 kVA,Transformers,Each,6746,Low
MAT-02075,Recloser Control Package — Type 90,Recloser Control Package,Protection,Each,16820,Critical
MAT-02076,Switchgear Cabinet — Type 90,Switchgear Cabinet,Protection,Each,17810,Critical
MAT-02077,Smart Meter — Type 90,Smart Meter,Metering,Each,182,Medium
MAT-02078,Communication Gateway — Type 90,Communication Gateway,Communications,Each,1249,Medium
MAT-02079,Grounding Kit — Type 90,Grounding Kit,Accessories,Kit,117,Critical
MAT-02080,Connector Set — Type 90,Connector Set,Accessories,Kit,68,Medium
MAT-02081,Composite Utility Pole — Type 91,Composite Utility Pole,Structures,Each,2387,Medium
MAT-02082,Crossarm Assembly — Type 91,Crossarm Assembly,Structures,Each,501,Low
MAT-02083,15 kV Cable — Type 91,15 kV Cable,Conductor,Foot,12,Low
MAT-02084,35 kV Cable — Type 91,35 kV Cable,Conductor,Foot,24,Low
MAT-02085,Pad-Mount Transformer 500 kVA — Type 91,Pad-Mount Transformer 500 kVA,Transformers,Each,32945,High
MAT-02086,Pole-Mount Transformer 50 kVA — Type 91,Pole-Mount Transformer 50 kVA,Transformers,Each,5482,Low
MAT-02087,Recloser Control Package — Type 91,Recloser Control Package,Protection,Each,13400,High
MAT-02088,Switchgear Cabinet — Type 91,Switchgear Cabinet,Protection,Each,15686,Critical
MAT-02089,Smart Meter — Type 91,Smart Meter,Metering,Each,153,Medium
MAT-02090,Communication Gateway — Type 91,Communication Gateway,Communications,Each,989,Low
MAT-02091,Grounding Kit — Type 91,Grounding Kit,Accessories,Kit,151,High
MAT-02092,Connector Set — Type 91,Connector Set,Accessories,Kit,68,Medium
MAT-02093,Composite Utility Pole — Type 92,Composite Utility Pole,Structures,Each,1725,Medium
MAT-02094,Crossarm Assembly — Type 92,Crossarm Assembly,Structures,Each,409,Low
MAT-02095,15 kV Cable — Type 92,15 kV Cable,Conductor,Foot,12,Low
MAT-02096,35 kV Cable — Type 92,35 kV Cable,Conductor,Foot,31,Low
MAT-02097,Pad-Mount Transformer 500 kVA — Type 92,Pad-Mount Transformer 500 kVA,Transformers,Each,22434,Critical
MAT-02098,Pole-Mount Transformer 50 kVA — Type 92,Pole-Mount Transformer 50 kVA,Transformers,Each,7265,Low
MAT-02099,Recloser Control Package — Type 92,Recloser Control Package,Protection,Each,17111,Critical
MAT-02100,Switchgear Cabinet — Type 92,Switchgear Cabinet,Protection,Each,19924,Medium
MAT-02101,Smart Meter — Type 92,Smart Meter,Metering,Each,134,High
MAT-02102,Communication Gateway — Type 92,Communication Gateway,Communications,Each,840,Medium
MAT-02103,Grounding Kit — Type 92,Grounding Kit,Accessories,Kit,154,Critical
MAT-02104,Connector Set — Type 92,Connector Set,Accessories,Kit,77,Critical
MAT-02105,Composite Utility Pole — Type 93,Composite Utility Pole,Structures,Each,2353,High
MAT-02106,Crossarm Assembly — Type 93,Crossarm Assembly,Structures,Each,405,Low
MAT-02107,15 kV Cable — Type 93,15 kV Cable,Conductor,Foot,15,Low
MAT-02108,35 kV Cable — Type 93,35 kV Cable,Conductor,Foot,33,Medium
MAT-02109,Pad-Mount Transformer 500 kVA — Type 93,Pad-Mount Transformer 500 kVA,Transformers,Each,23255,High
MAT-02110,Pole-Mount Transformer 50 kVA — Type 93,Pole-Mount Transformer 50 kVA,Transformers,Each,5223,Medium
MAT-02111,Recloser Control Package — Type 93,Recloser Control Package,Protection,Each,14256,High
MAT-02112,Switchgear Cabinet — Type 93,Switchgear Cabinet,Protection,Each,17850,High
MAT-02113,Smart Meter — Type 93,Smart Meter,Metering,Each,127,Medium
MAT-02114,Communication Gateway — Type 93,Communication Gateway,Communications,Each,962,Low
MAT-02115,Grounding Kit — Type 93,Grounding Kit,Accessories,Kit,148,Critical
MAT-02116,Connector Set — Type 93,Connector Set,Accessories,Kit,85,High
MAT-02117,Composite Utility Pole — Type 94,Composite Utility Pole,Structures,Each,2529,High
MAT-02118,Crossarm Assembly — Type 94,Crossarm Assembly,Structures,Each,535,Medium
MAT-02119,15 kV Cable — Type 94,15 kV Cable,Conductor,Foot,13,Medium
MAT-02120,35 kV Cable — Type 94,35 kV Cable,Conductor,Foot,31,Low
MAT-02121,Pad-Mount Transformer 500 kVA — Type 94,Pad-Mount Transformer 500 kVA,Transformers,Each,33259,Critical
MAT-02122,Pole-Mount Transformer 50 kVA — Type 94,Pole-Mount Transformer 50 kVA,Transformers,Each,6783,Low
MAT-02123,Recloser Control Package — Type 94,Recloser Control Package,Protection,Each,13523,High
MAT-02124,Switchgear Cabinet — Type 94,Switchgear Cabinet,Protection,Each,17186,Critical
MAT-02125,Smart Meter — Type 94,Smart Meter,Metering,Each,122,Medium
MAT-02126,Communication Gateway — Type 94,Communication Gateway,Communications,Each,822,Medium
MAT-02127,Grounding Kit — Type 94,Grounding Kit,Accessories,Kit,140,Critical
MAT-02128,Connector Set — Type 94,Connector Set,Accessories,Kit,69,High
MAT-02129,Composite Utility Pole — Type 95,Composite Utility Pole,Structures,Each,2000,High
MAT-02130,Crossarm Assembly — Type 95,Crossarm Assembly,Structures,Each,529,Low
MAT-02131,15 kV Cable — Type 95,15 kV Cable,Conductor,Foot,14,Low
MAT-02132,35 kV Cable — Type 95,35 kV Cable,Conductor,Foot,32,Low
MAT-02133,Pad-Mount Transformer 500 kVA — Type 95,Pad-Mount Transformer 500 kVA,Transformers,Each,23975,Critical
MAT-02134,Pole-Mount Transformer 50 kVA — Type 95,Pole-Mount Transformer 50 kVA,Transformers,Each,7441,Low
MAT-02135,Recloser Control Package — Type 95,Recloser Control Package,Protection,Each,16180,High
MAT-02136,Switchgear Cabinet — Type 95,Switchgear Cabinet,Protection,Each,18829,Medium
MAT-02137,Smart Meter — Type 95,Smart Meter,Metering,Each,171,High
MAT-02138,Communication Gateway — Type 95,Communication Gateway,Communications,Each,914,Low
MAT-02139,Grounding Kit — Type 95,Grounding Kit,Accessories,Kit,142,Critical
MAT-02140,Connector Set — Type 95,Connector Set,Accessories,Kit,80,Medium
MAT-02141,Composite Utility Pole — Type 96,Composite Utility Pole,Structures,Each,2089,Medium
MAT-02142,Crossarm Assembly — Type 96,Crossarm Assembly,Structures,Each,406,Medium
MAT-02143,15 kV Cable — Type 96,15 kV Cable,Conductor,Foot,15,Medium
MAT-02144,35 kV Cable — Type 96,35 kV Cable,Conductor,Foot,31,Low
MAT-02145,Pad-Mount Transformer 500 kVA — Type 96,Pad-Mount Transformer 500 kVA,Transformers,Each,26277,High
MAT-02146,Pole-Mount Transformer 50 kVA — Type 96,Pole-Mount Transformer 50 kVA,Transformers,Each,5381,Low
MAT-02147,Recloser Control Package — Type 96,Recloser Control Package,Protection,Each,12716,High
MAT-02148,Switchgear Cabinet — Type 96,Switchgear Cabinet,Protection,Each,23714,High
MAT-02149,Smart Meter — Type 96,Smart Meter,Metering,Each,160,Medium
MAT-02150,Communication Gateway — Type 96,Communication Gateway,Communications,Each,916,Low
MAT-02151,Grounding Kit — Type 96,Grounding Kit,Accessories,Kit,120,High
MAT-02152,Connector Set — Type 96,Connector Set,Accessories,Kit,72,High
MAT-02153,Composite Utility Pole — Type 97,Composite Utility Pole,Structures,Each,1878,Medium
MAT-02154,Crossarm Assembly — Type 97,Crossarm Assembly,Structures,Each,408,Low
MAT-02155,15 kV Cable — Type 97,15 kV Cable,Conductor,Foot,11,Low
MAT-02156,35 kV Cable — Type 97,35 kV Cable,Conductor,Foot,23,Medium
MAT-02157,Pad-Mount Transformer 500 kVA — Type 97,Pad-Mount Transformer 500 kVA,Transformers,Each,23073,Critical
MAT-02158,Pole-Mount Transformer 50 kVA — Type 97,Pole-Mount Transformer 50 kVA,Transformers,Each,6825,Low
MAT-02159,Recloser Control Package — Type 97,Recloser Control Package,Protection,Each,12480,High
MAT-02160,Switchgear Cabinet — Type 97,Switchgear Cabinet,Protection,Each,21026,Medium
MAT-02161,Smart Meter — Type 97,Smart Meter,Metering,Each,145,Medium
MAT-02162,Communication Gateway — Type 97,Communication Gateway,Communications,Each,1253,Low
MAT-02163,Grounding Kit — Type 97,Grounding Kit,Accessories,Kit,145,Critical
MAT-02164,Connector Set — Type 97,Connector Set,Accessories,Kit,85,Medium
MAT-02165,Composite Utility Pole — Type 98,Composite Utility Pole,Structures,Each,2402,High
MAT-02166,Crossarm Assembly — Type 98,Crossarm Assembly,Structures,Each,475,Low
MAT-02167,15 kV Cable — Type 98,15 kV Cable,Conductor,Foot,11,Low
MAT-02168,35 kV Cable — Type 98,35 kV Cable,Conductor,Foot,23,Medium
MAT-02169,Pad-Mount Transformer 500 kVA — Type 98,Pad-Mount Transformer 500 kVA,Transformers,Each,33273,Critical
MAT-02170,Pole-Mount Transformer 50 kVA — Type 98,Pole-Mount Transformer 50 kVA,Transformers,Each,7007,Low
MAT-02171,Recloser Control Package — Type 98,Recloser Control Package,Protection,Each,15824,High
MAT-02172,Switchgear Cabinet — Type 98,Switchgear Cabinet,Protection,Each,18772,High
MAT-02173,Smart Meter — Type 98,Smart Meter,Metering,Each,159,Critical
MAT-02174,Communication Gateway — Type 98,Communication Gateway,Communications,Each,1201,Low
MAT-02175,Grounding Kit — Type 98,Grounding Kit,Accessories,Kit,135,Critical
MAT-02176,Connector Set — Type 98,Connector Set,Accessories,Kit,63,Medium
MAT-02177,Composite Utility Pole — Type 99,Composite Utility Pole,Structures,Each,2675,Medium
MAT-02178,Crossarm Assembly — Type 99,Crossarm Assembly,Structures,Each,377,Medium
MAT-02179,15 kV Cable — Type 99,15 kV Cable,Conductor,Foot,12,Low
MAT-02180,35 kV Cable — Type 99,35 kV Cable,Conductor,Foot,34,Medium
MAT-02181,Pad-Mount Transformer 500 kVA — Type 99,Pad-Mount Transformer 500 kVA,Transformers,Each,23157,High
MAT-02182,Pole-Mount Transformer 50 kVA — Type 99,Pole-Mount Transformer 50 kVA,Transformers,Each,7689,Low
MAT-02183,Recloser Control Package — Type 99,Recloser Control Package,Protection,Each,14134,High
MAT-02184,Switchgear Cabinet — Type 99,Switchgear Cabinet,Protection,Each,17747,Medium
MAT-02185,Smart Meter — Type 99,Smart Meter,Metering,Each,172,Critical
MAT-02186,Communication Gateway — Type 99,Communication Gateway,Communications,Each,1071,Low
MAT-02187,Grounding Kit — Type 99,Grounding Kit,Accessories,Kit,139,Critical
MAT-02188,Connector Set — Type 99,Connector Set,Accessories,Kit,74,Medium
MAT-02189,Composite Utility Pole — Type 100,Composite Utility Pole,Structures,Each,2175,Medium
MAT-02190,Crossarm Assembly — Type 100,Crossarm Assembly,Structures,Each,524,Low
MAT-02191,15 kV Cable — Type 100,15 kV Cable,Conductor,Foot,14,Medium
MAT-02192,35 kV Cable — Type 100,35 kV Cable,Conductor,Foot,31,Medium
MAT-02193,Pad-Mount Transformer 500 kVA — Type 100,Pad-Mount Transformer 500 kVA,Transformers,Each,28659,Critical
MAT-02194,Pole-Mount Transformer 50 kVA — Type 100,Pole-Mount Transformer 50 kVA,Transformers,Each,6813,Low
MAT-02195,Recloser Control Package — Type 100,Recloser Control Package,Protection,Each,13499,Critical
MAT-02196,Switchgear Cabinet — Type 100,Switchgear Cabinet,Protection,Each,16981,High
MAT-02197,Smart Meter — Type 100,Smart Meter,Metering,Each,172,Medium
MAT-02198,Communication Gateway — Type 100,Communication Gateway,Communications,Each,1051,Low
MAT-02199,Grounding Kit — Type 100,Grounding Kit,Accessories,Kit,135,High
MAT-02200,Connector Set — Type 100,Connector Set,Accessories,Kit,86,Medium
MAT-02201,Composite Utility Pole — Type 101,Composite Utility Pole,Structures,Each,2523,High
MAT-02202,Crossarm Assembly — Type 101,Crossarm Assembly,Structures,Each,488,Low
MAT-02203,15 kV Cable — Type 101,15 kV Cable,Conductor,Foot,14,Low
MAT-02204,35 kV Cable — Type 101,35 kV Cable,Conductor,Foot,23,Low
MAT-02205,Pad-Mount Transformer 500 kVA — Type 101,Pad-Mount Transformer 500 kVA,Transformers,Each,24824,Critical
MAT-02206,Pole-Mount Transformer 50 kVA — Type 101,Pole-Mount Transformer 50 kVA,Transformers,Each,7075,Medium
MAT-02207,Recloser Control Package — Type 101,Recloser Control Package,Protection,Each,16619,Medium
MAT-02208,Switchgear Cabinet — Type 101,Switchgear Cabinet,Protection,Each,18431,Medium
MAT-02209,Smart Meter — Type 101,Smart Meter,Metering,Each,145,High
MAT-02210,Communication Gateway — Type 101,Communication Gateway,Communications,Each,1061,Low
MAT-02211,Grounding Kit — Type 101,Grounding Kit,Accessories,Kit,115,Critical
MAT-02212,Connector Set — Type 101,Connector Set,Accessories,Kit,75,Critical
MAT-02213,Composite Utility Pole — Type 102,Composite Utility Pole,Structures,Each,2485,High
MAT-02214,Crossarm Assembly — Type 102,Crossarm Assembly,Structures,Each,389,Low
MAT-02215,15 kV Cable — Type 102,15 kV Cable,Conductor,Foot,14,Medium
MAT-02216,35 kV Cable — Type 102,35 kV Cable,Conductor,Foot,24,Low
