Subproject_ID,Project_ID,Material_ID,Required_Date,Estimated_Qty,Reserved_Qty,Issued_Qty,Forecast_Unit_Cost_$,Forecast_Material_Cost_$,Availability_Status,Lead_Time_Risk,Need_By_Quarter
PRJ-001806-SP05,PRJ-001806,MAT-1001,2028-01-01,33,30,10,2100,69300,Partial,Within Lead Time,Q1 2028
PRJ-001806-SP06,PRJ-001806,MAT-1001,2028-05-01,44,4,0,2100,92400,Partial,Within Lead Time,Q2 2028
PRJ-001806-SP07,PRJ-001806,MAT-1007,2026-11-01,59,58,1,14500,855500,Partial,At Risk,Q4 2026
PRJ-001806-SP08,PRJ-001806,MAT-1007,2026-08-01,68,37,33,14500,986000,Partial,At Risk,Q3 2026
PRJ-001807-SP01,PRJ-001807,MAT-1004,2027-11-01,5627,4391,2914,27,151929,Partial,Within Lead Time,Q4 2027
PRJ-001807-SP02,PRJ-001807,MAT-1003,2028-03-01,2598,2521,2342,12,31176,Partial,Within Lead Time,Q1 2028
PRJ-001807-SP03,PRJ-001807,MAT-1011,2028-10-01,70,26,21,130,9100,Partial,Within Lead Time,Q4 2028
PRJ-001807-SP04,PRJ-001807,MAT-1003,2027-09-01,7997,4947,4509,12,95964,Partial,Within Lead Time,Q3 2027
PRJ-001807-SP05,PRJ-001807,MAT-1006,2028-08-01,77,66,2,6200,477400,Partial,Within Lead Time,Q3 2028
PRJ-001807-SP06,PRJ-001807,MAT-1008,2026-01-01,38,20,16,19000,722000,Partial,At Risk,Q1 2026
PRJ-001807-SP07,PRJ-001807,MAT-1009,2028-02-01,38,13,5,145,5510,Partial,Within Lead Time,Q1 2028
PRJ-001808-SP01,PRJ-001808,MAT-1002,2028-05-01,43,17,6,420,18060,Partial,Within Lead Time,Q2 2028
PRJ-001808-SP02,PRJ-001808,MAT-1007,2027-12-01,16,5,1,14500,232000,Partial,Within Lead Time,Q4 2027
PRJ-001808-SP03,PRJ-001808,MAT-1003,2028-11-01,6901,1701,636,12,82812,Partial,Within Lead Time,Q4 2028
PRJ-001808-SP04,PRJ-001808,MAT-1006,2029-01-01,63,35,3,6200,390600,Partial,Within Lead Time,Q1 2029
PRJ-001808-SP05,PRJ-001808,MAT-1006,2026-07-01,27,16,11,6200,167400,Partial,At Risk,Q3 2026
PRJ-001808-SP06,PRJ-001808,MAT-1004,2027-01-01,3108,1520,197,27,83916,Partial,Within Lead Time,Q1 2027
PRJ-001808-SP07,PRJ-001808,MAT-1008,2026-07-01,14,5,5,19000,266000,Partial,At Risk,Q3 2026
PRJ-001809-SP01,PRJ-001809,MAT-1007,2026-06-01,11,6,3,14500,159500,Partial,At Risk,Q2 2026
PRJ-001809-SP02,PRJ-001809,MAT-1011,2027-11-01,26,9,6,130,3380,Partial,Within Lead Time,Q4 2027
PRJ-001809-SP03,PRJ-001809,MAT-1009,2026-09-01,23,20,15,145,3335,Partial,At Risk,Q3 2026
PRJ-001809-SP04,PRJ-001809,MAT-1010,2027-04-01,27,14,13,980,26460,Partial,Within Lead Time,Q2 2027
PRJ-001809-SP05,PRJ-001809,MAT-1003,2028-01-01,2479,558,335,12,29748,Partial,Within Lead Time,Q1 2028
PRJ-001809-SP06,PRJ-001809,MAT-1005,2028-06-01,35,14,9,26000,910000,Partial,Within Lead Time,Q2 2028
PRJ-001809-SP07,PRJ-001809,MAT-1005,2027-05-01,2,1,0,26000,52000,Partial,Within Lead Time,Q2 2027
PRJ-001809-SP08,PRJ-001809,MAT-1007,2026-07-01,49,1,1,14500,710500,Partial,At Risk,Q3 2026
PRJ-001810-SP01,PRJ-001810,MAT-1006,2028-06-01,51,8,7,6200,316200,Partial,Within Lead Time,Q2 2028
PRJ-001810-SP02,PRJ-001810,MAT-1006,2026-11-01,58,47,32,6200,359600,Partial,At Risk,Q4 2026
PRJ-001810-SP03,PRJ-001810,MAT-1010,2026-04-01,23,21,2,980,22540,Partial,At Risk,Q2 2026
PRJ-001810-SP04,PRJ-001810,MAT-1005,2026-03-01,37,25,19,26000,962000,Partial,At Risk,Q1 2026
PRJ-001810-SP05,PRJ-001810,MAT-1009,2027-12-01,65,8,1,145,9425,Partial,Within Lead Time,Q4 2027
PRJ-001810-SP06,PRJ-001810,MAT-1005,2028-06-01,62,12,10,26000,1612000,Partial,Within Lead Time,Q2 2028
PRJ-001811-SP01,PRJ-001811,MAT-1005,2027-08-01,37,19,0,26000,962000,Partial,Within Lead Time,Q3 2027
PRJ-001811-SP02,PRJ-001811,MAT-1007,2026-03-01,32,32,8,14500,464000,Partial,At Risk,Q1 2026
PRJ-001811-SP03,PRJ-001811,MAT-1008,2028-01-01,77,49,34,19000,1463000,Partial,Within Lead Time,Q1 2028
PRJ-001811-SP04,PRJ-001811,MAT-1011,2026-10-01,39,11,3,130,5070,Partial,Within Lead Time,Q4 2026
PRJ-001811-SP05,PRJ-001811,MAT-1003,2028-06-01,5038,2656,1607,12,60456,Partial,Within Lead Time,Q2 2028
PRJ-001811-SP06,PRJ-001811,MAT-1005,2027-09-01,79,75,64,26000,2054000,Partial,Within Lead Time,Q3 2027
PRJ-001812-SP01,PRJ-001812,MAT-1008,2028-05-01,8,3,1,19000,152000,Partial,Within Lead Time,Q2 2028
PRJ-001812-SP02,PRJ-001812,MAT-1007,2027-09-01,49,32,9,14500,710500,Partial,Within Lead Time,Q3 2027
PRJ-001812-SP03,PRJ-001812,MAT-1007,2028-04-01,63,23,10,14500,913500,Partial,Within Lead Time,Q2 2028
PRJ-001812-SP04,PRJ-001812,MAT-1004,2029-01-01,6058,4377,3902,27,163566,Partial,Within Lead Time,Q1 2029
PRJ-001812-SP05,PRJ-001812,MAT-1003,2028-03-01,7477,1673,1205,12,89724,Partial,Within Lead Time,Q1 2028
PRJ-001813-SP01,PRJ-001813,MAT-1011,2028-12-01,27,15,5,130,3510,Partial,Within Lead Time,Q4 2028
PRJ-001813-SP02,PRJ-001813,MAT-1003,2026-01-01,5125,3075,2578,12,61500,Partial,At Risk,Q1 2026
PRJ-001813-SP03,PRJ-001813,MAT-1001,2027-05-01,73,73,52,2100,153300,Partial,Within Lead Time,Q2 2027
PRJ-001814-SP01,PRJ-001814,MAT-1007,2026-08-01,5,5,2,14500,72500,Partial,At Risk,Q3 2026
PRJ-001814-SP02,PRJ-001814,MAT-1012,2027-03-01,58,31,4,68,3944,Partial,Within Lead Time,Q1 2027
PRJ-001815-SP01,PRJ-001815,MAT-1010,2027-12-01,74,26,11,980,72520,Partial,Within Lead Time,Q4 2027
PRJ-001815-SP02,PRJ-001815,MAT-1003,2027-10-01,9397,2958,1198,12,112764,Partial,Within Lead Time,Q4 2027
PRJ-001816-SP01,PRJ-001816,MAT-1003,2027-12-01,7064,2107,1752,12,84768,Partial,Within Lead Time,Q4 2027
PRJ-001816-SP02,PRJ-001816,MAT-1005,2026-06-01,30,26,15,26000,780000,Partial,At Risk,Q2 2026
PRJ-001816-SP03,PRJ-001816,MAT-1001,2028-05-01,26,19,16,2100,54600,Partial,Within Lead Time,Q2 2028
PRJ-001816-SP04,PRJ-001816,MAT-1007,2026-01-01,40,24,16,14500,580000,Partial,At Risk,Q1 2026
PRJ-001816-SP05,PRJ-001816,MAT-1004,2027-01-01,1286,825,471,27,34722,Partial,Within Lead Time,Q1 2027
PRJ-001816-SP06,PRJ-001816,MAT-1002,2028-01-01,59,19,16,420,24780,Partial,Within Lead Time,Q1 2028
PRJ-001816-SP07,PRJ-001816,MAT-1012,2028-05-01,68,64,45,68,4624,Partial,Within Lead Time,Q2 2028
PRJ-001816-SP08,PRJ-001816,MAT-1012,2028-08-01,52,10,0,68,3536,Partial,Within Lead Time,Q3 2028
PRJ-001817-SP01,PRJ-001817,MAT-1009,2029-01-01,2,1,0,145,290,Partial,Within Lead Time,Q1 2029
PRJ-001817-SP02,PRJ-001817,MAT-1011,2029-01-01,23,3,1,130,2990,Partial,Within Lead Time,Q1 2029
PRJ-001817-SP03,PRJ-001817,MAT-1012,2028-05-01,66,13,1,68,4488,Partial,Within Lead Time,Q2 2028
PRJ-001817-SP04,PRJ-001817,MAT-1002,2026-10-01,9,4,1,420,3780,Partial,Within Lead Time,Q4 2026
PRJ-001818-SP01,PRJ-001818,MAT-1006,2028-02-01,36,18,4,6200,223200,Partial,Within Lead Time,Q1 2028
PRJ-001818-SP02,PRJ-001818,MAT-1008,2026-03-01,51,18,2,19000,969000,Partial,At Risk,Q1 2026
PRJ-001819-SP01,PRJ-001819,MAT-1011,2026-12-01,49,3,0,130,6370,Partial,Within Lead Time,Q4 2026
PRJ-001819-SP02,PRJ-001819,MAT-1002,2027-01-01,9,2,2,420,3780,Partial,Within Lead Time,Q1 2027
PRJ-001820-SP01,PRJ-001820,MAT-1006,2026-02-01,18,11,7,6200,111600,Partial,At Risk,Q1 2026
PRJ-001820-SP02,PRJ-001820,MAT-1004,2028-09-01,4221,2911,568,27,113967,Partial,Within Lead Time,Q3 2028
PRJ-001821-SP01,PRJ-001821,MAT-1004,2027-03-01,7179,5743,590,27,193833,Partial,Within Lead Time,Q1 2027
PRJ-001821-SP02,PRJ-001821,MAT-1011,2028-07-01,54,48,26,130,7020,Partial,Within Lead Time,Q3 2028
PRJ-001821-SP03,PRJ-001821,MAT-1005,2028-10-01,67,62,38,26000,1742000,Partial,Within Lead Time,Q4 2028
PRJ-001821-SP04,PRJ-001821,MAT-1009,2027-08-01,17,15,0,145,2465,Partial,Within Lead Time,Q3 2027
PRJ-001822-SP01,PRJ-001822,MAT-1004,2027-02-01,2426,1243,418,27,65502,Partial,Within Lead Time,Q1 2027
PRJ-001822-SP02,PRJ-001822,MAT-1007,2028-03-01,12,5,3,14500,174000,Partial,Within Lead Time,Q1 2028
PRJ-001822-SP03,PRJ-001822,MAT-1006,2026-12-01,71,61,49,6200,440200,Partial,Within Lead Time,Q4 2026
PRJ-001822-SP04,PRJ-001822,MAT-1008,2028-04-01,37,32,5,19000,703000,Partial,Within Lead Time,Q2 2028
PRJ-001822-SP05,PRJ-001822,MAT-1002,2028-10-01,44,33,16,420,18480,Partial,Within Lead Time,Q4 2028
PRJ-001822-SP06,PRJ-001822,MAT-1011,2027-01-01,67,49,7,130,8710,Partial,Within Lead Time,Q1 2027
PRJ-001823-SP01,PRJ-001823,MAT-1012,2028-05-01,55,7,5,68,3740,Partial,Within Lead Time,Q2 2028
PRJ-001823-SP02,PRJ-001823,MAT-1002,2028-01-01,17,10,6,420,7140,Partial,Within Lead Time,Q1 2028
PRJ-001823-SP03,PRJ-001823,MAT-1003,2028-02-01,6070,2359,1738,12,72840,Partial,Within Lead Time,Q1 2028
PRJ-001823-SP04,PRJ-001823,MAT-1004,2026-09-01,4692,2780,1346,27,126684,Partial,At Risk,Q3 2026
PRJ-001823-SP05,PRJ-001823,MAT-1001,2026-03-01,24,22,13,2100,50400,Partial,At Risk,Q1 2026
PRJ-001823-SP06,PRJ-001823,MAT-1004,2027-03-01,2000,284,96,27,54000,Partial,Within Lead Time,Q1 2027
PRJ-001823-SP07,PRJ-001823,MAT-1002,2026-09-01,2,0,0,420,840,Not Reserved,At Risk,Q3 2026
PRJ-001824-SP01,PRJ-001824,MAT-1011,2026-08-01,35,19,9,130,4550,Partial,At Risk,Q3 2026
PRJ-001824-SP02,PRJ-001824,MAT-1010,2026-02-01,30,8,2,980,29400,Partial,At Risk,Q1 2026
PRJ-001824-SP03,PRJ-001824,MAT-1002,2026-07-01,23,10,9,420,9660,Partial,At Risk,Q3 2026
PRJ-001824-SP04,PRJ-001824,MAT-1004,2026-03-01,2558,1331,275,27,69066,Partial,At Risk,Q1 2026
PRJ-001824-SP05,PRJ-001824,MAT-1011,2028-05-01,44,35,15,130,5720,Partial,Within Lead Time,Q2 2028
PRJ-001824-SP06,PRJ-001824,MAT-1012,2026-11-01,25,23,17,68,1700,Partial,Within Lead Time,Q4 2026
PRJ-001824-SP07,PRJ-001824,MAT-1008,2028-02-01,80,22,10,19000,1520000,Partial,Within Lead Time,Q1 2028
PRJ-001825-SP01,PRJ-001825,MAT-1003,2027-10-01,5812,5142,3002,12,69744,Partial,Within Lead Time,Q4 2027
PRJ-001825-SP02,PRJ-001825,MAT-1010,2026-04-01,36,34,18,980,35280,Partial,At Risk,Q2 2026
PRJ-001825-SP03,PRJ-001825,MAT-1002,2027-08-01,35,19,15,420,14700,Partial,Within Lead Time,Q3 2027
PRJ-001825-SP04,PRJ-001825,MAT-1012,2026-10-01,36,14,1,68,2448,Partial,Within Lead Time,Q4 2026
PRJ-001825-SP05,PRJ-001825,MAT-1007,2027-12-01,42,31,25,14500,609000,Partial,Within Lead Time,Q4 2027
PRJ-001825-SP06,PRJ-001825,MAT-1004,2026-03-01,8519,6928,1480,27,230013,Partial,At Risk,Q1 2026
PRJ-001825-SP07,PRJ-001825,MAT-1002,2027-06-01,48,28,1,420,20160,Partial,Within Lead Time,Q2 2027
PRJ-001825-SP08,PRJ-001825,MAT-1002,2028-12-01,36,33,13,420,15120,Partial,Within Lead Time,Q4 2028
PRJ-001826-SP01,PRJ-001826,MAT-1001,2028-11-01,51,45,34,2100,107100,Partial,Within Lead Time,Q4 2028
PRJ-001826-SP02,PRJ-001826,MAT-1008,2026-03-01,14,3,1,19000,266000,Partial,At Risk,Q1 2026
PRJ-001826-SP03,PRJ-001826,MAT-1005,2027-01-01,16,1,1,26000,416000,Partial,Within Lead Time,Q1 2027
PRJ-001826-SP04,PRJ-001826,MAT-1003,2026-07-01,9172,171,72,12,110064,Partial,At Risk,Q3 2026
PRJ-001826-SP05,PRJ-001826,MAT-1002,2027-12-01,52,13,9,420,21840,Partial,Within Lead Time,Q4 2027
PRJ-001826-SP06,PRJ-001826,MAT-1003,2027-01-01,2221,223,210,12,26652,Partial,Within Lead Time,Q1 2027
PRJ-001826-SP07,PRJ-001826,MAT-1005,2027-06-01,73,11,8,26000,1898000,Partial,Within Lead Time,Q2 2027
PRJ-001827-SP01,PRJ-001827,MAT-1001,2027-02-01,75,8,8,2100,157500,Partial,Within Lead Time,Q1 2027
PRJ-001827-SP02,PRJ-001827,MAT-1009,2026-10-01,7,6,4,145,1015,Partial,Within Lead Time,Q4 2026
PRJ-001827-SP03,PRJ-001827,MAT-1010,2027-07-01,64,48,18,980,62720,Partial,Within Lead Time,Q3 2027
PRJ-001828-SP01,PRJ-001828,MAT-1001,2028-01-01,40,2,1,2100,84000,Partial,Within Lead Time,Q1 2028
PRJ-001828-SP02,PRJ-001828,MAT-1005,2026-06-01,17,17,15,26000,442000,Partial,At Risk,Q2 2026
PRJ-001828-SP03,PRJ-001828,MAT-1006,2026-07-01,15,9,9,6200,93000,Partial,At Risk,Q3 2026
PRJ-001828-SP04,PRJ-001828,MAT-1005,2026-05-01,74,22,5,26000,1924000,Partial,At Risk,Q2 2026
PRJ-001828-SP05,PRJ-001828,MAT-1003,2028-03-01,904,83,15,12,10848,Partial,Within Lead Time,Q1 2028
PRJ-001829-SP01,PRJ-001829,MAT-1009,2027-09-01,38,1,1,145,5510,Partial,Within Lead Time,Q3 2027
PRJ-001829-SP02,PRJ-001829,MAT-1003,2026-07-01,7106,2720,154,12,85272,Partial,At Risk,Q3 2026
PRJ-001829-SP03,PRJ-001829,MAT-1011,2027-10-01,68,39,32,130,8840,Partial,Within Lead Time,Q4 2027
PRJ-001829-SP04,PRJ-001829,MAT-1012,2028-08-01,43,20,2,68,2924,Partial,Within Lead Time,Q3 2028
PRJ-001829-SP05,PRJ-001829,MAT-1007,2028-09-01,29,26,11,14500,420500,Partial,Within Lead Time,Q3 2028
PRJ-001829-SP06,PRJ-001829,MAT-1003,2027-05-01,6767,3427,2317,12,81204,Partial,Within Lead Time,Q2 2027
PRJ-001830-SP01,PRJ-001830,MAT-1001,2027-08-01,76,6,5,2100,159600,Partial,Within Lead Time,Q3 2027
PRJ-001830-SP02,PRJ-001830,MAT-1006,2028-05-01,9,6,2,6200,55800,Partial,Within Lead Time,Q2 2028
PRJ-001830-SP03,PRJ-001830,MAT-1001,2026-03-01,35,8,3,2100,73500,Partial,At Risk,Q1 2026
PRJ-001831-SP01,PRJ-001831,MAT-1009,2026-10-01,45,20,0,145,6525,Partial,Within Lead Time,Q4 2026
PRJ-001831-SP02,PRJ-001831,MAT-1010,2027-12-01,24,5,3,980,23520,Partial,Within Lead Time,Q4 2027
PRJ-001831-SP03,PRJ-001831,MAT-1003,2027-06-01,5932,1097,980,12,71184,Partial,Within Lead Time,Q2 2027
PRJ-001831-SP04,PRJ-001831,MAT-1004,2027-09-01,1142,330,99,27,30834,Partial,Within Lead Time,Q3 2027
PRJ-001831-SP05,PRJ-001831,MAT-1002,2026-09-01,4,1,0,420,1680,Partial,At Risk,Q3 2026
PRJ-001831-SP06,PRJ-001831,MAT-1002,2028-09-01,25,14,7,420,10500,Partial,Within Lead Time,Q3 2028
PRJ-001832-SP01,PRJ-001832,MAT-1009,2027-08-01,16,4,1,145,2320,Partial,Within Lead Time,Q3 2027
PRJ-001832-SP02,PRJ-001832,MAT-1005,2027-02-01,60,22,11,26000,1560000,Partial,Within Lead Time,Q1 2027
PRJ-001833-SP01,PRJ-001833,MAT-1008,2027-01-01,78,44,24,19000,1482000,Partial,At Risk,Q1 2027
PRJ-001833-SP02,PRJ-001833,MAT-1002,2027-10-01,60,25,16,420,25200,Partial,Within Lead Time,Q4 2027
PRJ-001833-SP03,PRJ-001833,MAT-1008,2028-12-01,9,0,0,19000,171000,Not Reserved,Within Lead Time,Q4 2028
PRJ-001834-SP01,PRJ-001834,MAT-1004,2029-01-01,5765,2402,1858,27,155655,Partial,Within Lead Time,Q1 2029
PRJ-001834-SP02,PRJ-001834,MAT-1007,2027-02-01,44,6,0,14500,638000,Partial,Within Lead Time,Q1 2027
PRJ-001834-SP03,PRJ-001834,MAT-1004,2028-05-01,4866,1726,909,27,131382,Partial,Within Lead Time,Q2 2028
PRJ-001834-SP04,PRJ-001834,MAT-1005,2027-04-01,40,25,8,26000,1040000,Partial,Within Lead Time,Q2 2027
PRJ-001834-SP05,PRJ-001834,MAT-1012,2026-12-01,58,8,7,68,3944,Partial,Within Lead Time,Q4 2026
PRJ-001834-SP06,PRJ-001834,MAT-1007,2028-08-01,56,14,8,14500,812000,Partial,Within Lead Time,Q3 2028
PRJ-001834-SP07,PRJ-001834,MAT-1002,2026-07-01,16,2,2,420,6720,Partial,At Risk,Q3 2026
PRJ-001835-SP01,PRJ-001835,MAT-1003,2028-12-01,5710,4121,2266,12,68520,Partial,Within Lead Time,Q4 2028
PRJ-001835-SP02,PRJ-001835,MAT-1012,2026-10-01,39,18,5,68,2652,Partial,Within Lead Time,Q4 2026
PRJ-001835-SP03,PRJ-001835,MAT-1010,2027-07-01,33,1,1,980,32340,Partial,Within Lead Time,Q3 2027
PRJ-001835-SP04,PRJ-001835,MAT-1011,2026-08-01,78,26,10,130,10140,Partial,At Risk,Q3 2026
PRJ-001836-SP01,PRJ-001836,MAT-1004,2027-07-01,1586,138,52,27,42822,Partial,Within Lead Time,Q3 2027
PRJ-001836-SP02,PRJ-001836,MAT-1009,2028-02-01,63,38,22,145,9135,Partial,Within Lead Time,Q1 2028
PRJ-001836-SP03,PRJ-001836,MAT-1001,2027-09-01,57,20,6,2100,119700,Partial,Within Lead Time,Q3 2027
PRJ-001836-SP04,PRJ-001836,MAT-1005,2026-10-01,69,5,4,26000,1794000,Partial,At Risk,Q4 2026
PRJ-001836-SP05,PRJ-001836,MAT-1009,2028-04-01,42,2,2,145,6090,Partial,Within Lead Time,Q2 2028
PRJ-001836-SP06,PRJ-001836,MAT-1011,2028-08-01,50,6,1,130,6500,Partial,Within Lead Time,Q3 2028
PRJ-001836-SP07,PRJ-001836,MAT-1006,2026-09-01,40,18,3,6200,248000,Partial,At Risk,Q3 2026
PRJ-001836-SP08,PRJ-001836,MAT-1001,2027-12-01,77,20,9,2100,161700,Partial,Within Lead Time,Q4 2027
PRJ-001837-SP01,PRJ-001837,MAT-1009,2027-12-01,11,8,2,145,1595,Partial,Within Lead Time,Q4 2027
PRJ-001837-SP02,PRJ-001837,MAT-1006,2027-08-01,14,12,9,6200,86800,Partial,Within Lead Time,Q3 2027
PRJ-001837-SP03,PRJ-001837,MAT-1010,2027-10-01,79,8,5,980,77420,Partial,Within Lead Time,Q4 2027
PRJ-001837-SP04,PRJ-001837,MAT-1007,2028-08-01,47,22,5,14500,681500,Partial,Within Lead Time,Q3 2028
PRJ-001837-SP05,PRJ-001837,MAT-1012,2026-02-01,65,55,2,68,4420,Partial,At Risk,Q1 2026
PRJ-001837-SP06,PRJ-001837,MAT-1008,2027-11-01,9,5,3,19000,171000,Partial,Within Lead Time,Q4 2027
PRJ-001837-SP07,PRJ-001837,MAT-1008,2026-07-01,28,7,6,19000,532000,Partial,At Risk,Q3 2026
PRJ-001838-SP01,PRJ-001838,MAT-1011,2027-01-01,76,39,19,130,9880,Partial,Within Lead Time,Q1 2027
PRJ-001838-SP02,PRJ-001838,MAT-1012,2028-03-01,19,13,3,68,1292,Partial,Within Lead Time,Q1 2028
PRJ-001838-SP03,PRJ-001838,MAT-1005,2026-07-01,2,0,0,26000,52000,Not Reserved,At Risk,Q3 2026
PRJ-001839-SP01,PRJ-001839,MAT-1003,2027-04-01,691,631,242,12,8292,Partial,Within Lead Time,Q2 2027
PRJ-001839-SP02,PRJ-001839,MAT-1004,2026-01-01,7735,3922,1926,27,208845,Partial,At Risk,Q1 2026
PRJ-001839-SP03,PRJ-001839,MAT-1007,2028-02-01,67,33,28,14500,971500,Partial,Within Lead Time,Q1 2028
PRJ-001839-SP04,PRJ-001839,MAT-1007,2028-08-01,60,34,30,14500,870000,Partial,Within Lead Time,Q3 2028
PRJ-001839-SP05,PRJ-001839,MAT-1002,2028-05-01,80,38,25,420,33600,Partial,Within Lead Time,Q2 2028
PRJ-001839-SP06,PRJ-001839,MAT-1002,2026-08-01,31,23,5,420,13020,Partial,At Risk,Q3 2026
PRJ-001839-SP07,PRJ-001839,MAT-1002,2028-11-01,5,2,1,420,2100,Partial,Within Lead Time,Q4 2028
PRJ-001839-SP08,PRJ-001839,MAT-1005,2028-07-01,20,13,5,26000,520000,Partial,Within Lead Time,Q3 2028
PRJ-001840-SP01,PRJ-001840,MAT-1011,2027-12-01,51,33,18,130,6630,Partial,Within Lead Time,Q4 2027
PRJ-001840-SP02,PRJ-001840,MAT-1006,2027-09-01,38,7,6,6200,235600,Partial,Within Lead Time,Q3 2027
PRJ-001840-SP03,PRJ-001840,MAT-1011,2026-06-01,27,5,0,130,3510,Partial,At Risk,Q2 2026
PRJ-001840-SP04,PRJ-001840,MAT-1008,2027-09-01,41,15,14,19000,779000,Partial,Within Lead Time,Q3 2027
PRJ-001840-SP05,PRJ-001840,MAT-1009,2027-12-01,76,20,8,145,11020,Partial,Within Lead Time,Q4 2027
PRJ-001840-SP06,PRJ-001840,MAT-1004,2028-11-01,2313,1159,580,27,62451,Partial,Within Lead Time,Q4 2028
PRJ-001840-SP07,PRJ-001840,MAT-1005,2027-02-01,65,13,5,26000,1690000,Partial,Within Lead Time,Q1 2027
PRJ-001840-SP08,PRJ-001840,MAT-1003,2026-06-01,1006,850,610,12,12072,Partial,At Risk,Q2 2026
PRJ-001841-SP01,PRJ-001841,MAT-1012,2028-10-01,46,14,10,68,3128,Partial,Within Lead Time,Q4 2028
PRJ-001841-SP02,PRJ-001841,MAT-1011,2026-04-01,54,2,1,130,7020,Partial,At Risk,Q2 2026
PRJ-001841-SP03,PRJ-001841,MAT-1009,2027-07-01,61,51,25,145,8845,Partial,Within Lead Time,Q3 2027
PRJ-001841-SP04,PRJ-001841,MAT-1011,2028-01-01,63,30,25,130,8190,Partial,Within Lead Time,Q1 2028
PRJ-001841-SP05,PRJ-001841,MAT-1003,2028-07-01,887,655,390,12,10644,Partial,Within Lead Time,Q3 2028
PRJ-001841-SP06,PRJ-001841,MAT-1004,2029-01-01,5710,5351,2422,27,154170,Partial,Within Lead Time,Q1 2029
PRJ-001841-SP07,PRJ-001841,MAT-1001,2026-11-01,8,6,6,2100,16800,Partial,Within Lead Time,Q4 2026
PRJ-001841-SP08,PRJ-001841,MAT-1002,2027-10-01,3,1,0,420,1260,Partial,Within Lead Time,Q4 2027
PRJ-001842-SP01,PRJ-001842,MAT-1010,2027-03-01,11,2,2,980,10780,Partial,Within Lead Time,Q1 2027
PRJ-001842-SP02,PRJ-001842,MAT-1005,2028-04-01,13,3,1,26000,338000,Partial,Within Lead Time,Q2 2028
PRJ-001842-SP03,PRJ-001842,MAT-1006,2027-07-01,60,27,4,6200,372000,Partial,Within Lead Time,Q3 2027
PRJ-001842-SP04,PRJ-001842,MAT-1002,2029-01-01,22,9,4,420,9240,Partial,Within Lead Time,Q1 2029
PRJ-001843-SP01,PRJ-001843,MAT-1012,2027-07-01,65,34,11,68,4420,Partial,Within Lead Time,Q3 2027
PRJ-001843-SP02,PRJ-001843,MAT-1001,2026-01-01,8,3,3,2100,16800,Partial,At Risk,Q1 2026
PRJ-001843-SP03,PRJ-001843,MAT-1005,2028-03-01,19,14,11,26000,494000,Partial,Within Lead Time,Q1 2028
PRJ-001843-SP04,PRJ-001843,MAT-1007,2026-11-01,41,12,6,14500,594500,Partial,At Risk,Q4 2026
PRJ-001843-SP05,PRJ-001843,MAT-1009,2027-10-01,27,13,6,145,3915,Partial,Within Lead Time,Q4 2027
PRJ-001843-SP06,PRJ-001843,MAT-1010,2028-04-01,60,20,8,980,58800,Partial,Within Lead Time,Q2 2028
PRJ-001843-SP07,PRJ-001843,MAT-1002,2027-12-01,68,20,8,420,28560,Partial,Within Lead Time,Q4 2027
PRJ-001843-SP08,PRJ-001843,MAT-1002,2028-08-01,64,58,50,420,26880,Partial,Within Lead Time,Q3 2028
PRJ-001844-SP01,PRJ-001844,MAT-1008,2027-03-01,68,17,9,19000,1292000,Partial,Within Lead Time,Q1 2027
PRJ-001844-SP02,PRJ-001844,MAT-1005,2028-09-01,17,0,0,26000,442000,Not Reserved,Within Lead Time,Q3 2028
PRJ-001844-SP03,PRJ-001844,MAT-1005,2028-02-01,63,32,6,26000,1638000,Partial,Within Lead Time,Q1 2028
PRJ-001844-SP04,PRJ-001844,MAT-1009,2026-07-01,30,27,25,145,4350,Partial,At Risk,Q3 2026
PRJ-001845-SP01,PRJ-001845,MAT-1010,2028-10-01,69,27,24,980,67620,Partial,Within Lead Time,Q4 2028
PRJ-001845-SP02,PRJ-001845,MAT-1008,2027-09-01,39,1,1,19000,741000,Partial,Within Lead Time,Q3 2027
PRJ-001845-SP03,PRJ-001845,MAT-1006,2026-02-01,19,13,6,6200,117800,Partial,At Risk,Q1 2026
PRJ-001845-SP04,PRJ-001845,MAT-1008,2027-08-01,57,35,24,19000,1083000,Partial,Within Lead Time,Q3 2027
PRJ-001846-SP01,PRJ-001846,MAT-1002,2028-03-01,64,62,35,420,26880,Partial,Within Lead Time,Q1 2028
PRJ-001846-SP02,PRJ-001846,MAT-1012,2028-07-01,16,1,0,68,1088,Partial,Within Lead Time,Q3 2028
PRJ-001846-SP03,PRJ-001846,MAT-1003,2027-01-01,6309,4981,230,12,75708,Partial,Within Lead Time,Q1 2027
PRJ-001846-SP04,PRJ-001846,MAT-1009,2027-02-01,16,14,7,145,2320,Partial,Within Lead Time,Q1 2027
PRJ-001846-SP05,PRJ-001846,MAT-1006,2026-06-01,68,15,9,6200,421600,Partial,At Risk,Q2 2026
PRJ-001847-SP01,PRJ-001847,MAT-1009,2027-12-01,15,7,4,145,2175,Partial,Within Lead Time,Q4 2027
PRJ-001847-SP02,PRJ-001847,MAT-1006,2029-01-01,9,2,1,6200,55800,Partial,Within Lead Time,Q1 2029
PRJ-001847-SP03,PRJ-001847,MAT-1007,2026-06-01,42,41,7,14500,609000,Partial,At Risk,Q2 2026
