Demand_Month,Region,Material_ID,Material_Name,Historical_Usage_Qty,Open_Project_Demand_Qty,Seasonality_Index,Trend_Index,Forecast_Need_Qty,Safety_Stock_Qty,Total_Required_Qty,Available_Qty,Projected_Shortage_Qty,Projected_Shortage_Cost_$,Forecast_Scenario
2024-03-01,North,MAT-1010,Communication Gateway,178,73,1.0,1.295,384,77,461,363,98,96040,High
2024-04-01,North,MAT-1010,Communication Gateway,150,23,1.08,1.308,288,58,346,398,0,0,High
2024-05-01,North,MAT-1010,Communication Gateway,158,64,1.13,1.321,391,78,469,453,16,15680,High
2024-06-01,North,MAT-1010,Communication Gateway,183,68,1.15,1.335,455,91,546,644,0,0,High
2024-07-01,North,MAT-1010,Communication Gateway,223,56,1.13,1.348,501,100,601,697,0,0,High
2024-08-01,North,MAT-1010,Communication Gateway,187,14,1.08,1.361,349,70,419,410,9,8820,High
2024-09-01,North,MAT-1010,Communication Gateway,179,10,1.0,1.375,307,61,368,307,61,59780,High
2024-10-01,North,MAT-1010,Communication Gateway,178,27,0.92,1.389,309,62,371,370,1,980,High
2024-11-01,North,MAT-1010,Communication Gateway,173,18,0.87,1.403,275,55,330,241,89,87220,High
2024-12-01,North,MAT-1010,Communication Gateway,166,54,0.85,1.417,313,63,376,452,0,0,High
2025-01-01,North,MAT-1010,Communication Gateway,150,21,0.87,1.431,251,50,301,243,58,56840,High
2025-02-01,North,MAT-1010,Communication Gateway,145,54,0.92,1.445,312,62,374,345,29,28420,High
2025-03-01,North,MAT-1010,Communication Gateway,160,9,1.0,1.46,291,58,349,318,31,30380,High
2025-04-01,North,MAT-1010,Communication Gateway,144,14,1.08,1.474,297,59,356,293,63,61740,High
2025-05-01,North,MAT-1010,Communication Gateway,225,63,1.13,1.489,572,114,686,623,63,61740,High
2025-06-01,North,MAT-1010,Communication Gateway,216,74,1.15,1.504,592,118,710,641,69,67620,High
2025-07-01,North,MAT-1010,Communication Gateway,163,61,1.13,1.519,454,91,545,499,46,45080,High
2025-08-01,North,MAT-1010,Communication Gateway,187,40,1.08,1.534,444,89,533,515,18,17640,High
2025-09-01,North,MAT-1010,Communication Gateway,137,46,1.0,1.549,335,67,402,473,0,0,High
2025-10-01,North,MAT-1010,Communication Gateway,127,46,0.92,1.565,294,59,353,368,0,0,High
2025-11-01,North,MAT-1010,Communication Gateway,154,12,0.87,1.58,269,54,323,247,76,74480,High
2025-12-01,North,MAT-1010,Communication Gateway,127,36,0.85,1.596,261,52,313,259,54,52920,High
2026-01-01,North,MAT-1010,Communication Gateway,141,29,0.87,1.612,281,56,337,379,0,0,High
2026-02-01,North,MAT-1010,Communication Gateway,131,31,0.92,1.628,286,57,343,287,56,54880,High
2026-03-01,North,MAT-1010,Communication Gateway,171,17,1.0,1.645,365,73,438,527,0,0,High
2026-04-01,North,MAT-1010,Communication Gateway,205,15,1.08,1.661,466,93,559,555,4,3920,High
2026-05-01,North,MAT-1010,Communication Gateway,184,58,1.13,1.678,541,108,649,626,23,22540,High
2026-06-01,North,MAT-1010,Communication Gateway,229,86,1.15,1.694,724,145,869,805,64,62720,High
2026-07-01,North,MAT-1010,Communication Gateway,196,45,1.13,1.711,550,110,660,603,57,55860,High
2026-08-01,North,MAT-1010,Communication Gateway,214,25,1.08,1.729,526,105,631,548,83,81340,High
2026-09-01,North,MAT-1010,Communication Gateway,182,42,1.0,1.746,461,92,553,467,86,84280,High
2026-10-01,North,MAT-1010,Communication Gateway,178,55,0.92,1.763,446,89,535,605,0,0,High
2026-11-01,North,MAT-1010,Communication Gateway,154,38,0.87,1.781,351,70,421,471,0,0,High
2026-12-01,North,MAT-1010,Communication Gateway,144,39,0.85,1.799,330,66,396,485,0,0,High
2022-01-01,South,MAT-1010,Communication Gateway,143,27,0.87,1.0,175,35,210,255,0,0,High
2022-02-01,South,MAT-1010,Communication Gateway,121,16,0.92,1.01,150,30,180,216,0,0,High
2022-03-01,South,MAT-1010,Communication Gateway,163,18,1.0,1.02,218,44,262,291,0,0,High
2022-04-01,South,MAT-1010,Communication Gateway,152,18,1.08,1.03,223,45,268,319,0,0,High
2022-05-01,South,MAT-1010,Communication Gateway,198,52,1.13,1.041,347,69,416,312,104,101920,High
2022-06-01,South,MAT-1010,Communication Gateway,195,33,1.15,1.051,325,65,390,282,108,105840,High
2022-07-01,South,MAT-1010,Communication Gateway,176,37,1.13,1.062,301,60,361,282,79,77420,High
2022-08-01,South,MAT-1010,Communication Gateway,165,28,1.08,1.072,264,53,317,298,19,18620,High
2022-09-01,South,MAT-1010,Communication Gateway,169,36,1.0,1.083,262,52,314,311,3,2940,High
2022-10-01,South,MAT-1010,Communication Gateway,167,51,0.92,1.094,259,52,311,291,20,19600,High
2022-11-01,South,MAT-1010,Communication Gateway,129,18,0.87,1.105,167,33,200,182,18,17640,High
2022-12-01,South,MAT-1010,Communication Gateway,150,30,0.85,1.116,201,40,241,289,0,0,High
2023-01-01,South,MAT-1010,Communication Gateway,155,9,0.87,1.127,190,38,228,170,58,56840,High
2023-02-01,South,MAT-1010,Communication Gateway,148,45,0.92,1.138,238,48,286,206,80,78400,High
2023-03-01,South,MAT-1010,Communication Gateway,137,40,1.0,1.149,240,48,288,292,0,0,High
2023-04-01,South,MAT-1010,Communication Gateway,140,54,1.08,1.161,287,57,344,355,0,0,High
2023-05-01,South,MAT-1010,Communication Gateway,185,70,1.13,1.173,399,80,479,466,13,12740,High
2023-06-01,South,MAT-1010,Communication Gateway,181,28,1.15,1.184,336,67,403,323,80,78400,High
2023-07-01,South,MAT-1010,Communication Gateway,146,15,1.13,1.196,257,51,308,322,0,0,High
2023-08-01,South,MAT-1010,Communication Gateway,162,57,1.08,1.208,337,67,404,456,0,0,High
2023-09-01,South,MAT-1010,Communication Gateway,152,30,1.0,1.22,262,52,314,265,49,48020,High
2023-10-01,South,MAT-1010,Communication Gateway,138,42,0.92,1.232,241,48,289,335,0,0,High
2023-11-01,South,MAT-1010,Communication Gateway,152,36,0.87,1.245,240,48,288,300,0,0,High
2023-12-01,South,MAT-1010,Communication Gateway,138,13,0.85,1.257,190,38,228,230,0,0,High
2024-01-01,South,MAT-1010,Communication Gateway,120,14,0.87,1.27,175,35,210,170,40,39200,High
2024-02-01,South,MAT-1010,Communication Gateway,161,27,0.92,1.282,262,52,314,338,0,0,High
2024-03-01,South,MAT-1010,Communication Gateway,157,47,1.0,1.295,312,62,374,415,0,0,High
2024-04-01,South,MAT-1010,Communication Gateway,192,50,1.08,1.308,403,81,484,544,0,0,High
2024-05-01,South,MAT-1010,Communication Gateway,181,61,1.13,1.321,426,85,511,607,0,0,High
2024-06-01,South,MAT-1010,Communication Gateway,164,53,1.15,1.335,393,79,472,430,42,41160,High
2024-07-01,South,MAT-1010,Communication Gateway,155,11,1.13,1.348,298,60,358,359,0,0,High
2024-08-01,South,MAT-1010,Communication Gateway,198,82,1.08,1.361,486,97,583,472,111,108780,High
2024-09-01,South,MAT-1010,Communication Gateway,156,61,1.0,1.375,352,70,422,306,116,113680,High
2024-10-01,South,MAT-1010,Communication Gateway,134,34,0.92,1.389,253,51,304,369,0,0,High
2024-11-01,South,MAT-1010,Communication Gateway,161,47,0.87,1.403,299,60,359,276,83,81340,High
2024-12-01,South,MAT-1010,Communication Gateway,138,11,0.85,1.417,212,42,254,193,61,59780,High
2025-01-01,South,MAT-1010,Communication Gateway,130,15,0.87,1.431,213,43,256,247,9,8820,High
2025-02-01,South,MAT-1010,Communication Gateway,168,71,0.92,1.445,375,75,450,417,33,32340,High
2025-03-01,South,MAT-1010,Communication Gateway,156,8,1.0,1.46,282,56,338,276,62,60760,High
2025-04-01,South,MAT-1010,Communication Gateway,175,41,1.08,1.474,406,81,487,419,68,66640,High
2025-05-01,South,MAT-1010,Communication Gateway,195,14,1.13,1.489,415,83,498,426,72,70560,High
2025-06-01,South,MAT-1010,Communication Gateway,161,48,1.15,1.504,426,85,511,422,89,87220,High
2025-07-01,South,MAT-1010,Communication Gateway,208,17,1.13,1.519,456,91,547,413,134,131320,High
2025-08-01,South,MAT-1010,Communication Gateway,142,13,1.08,1.534,303,61,364,325,39,38220,High
2025-09-01,South,MAT-1010,Communication Gateway,137,55,1.0,1.549,351,70,421,333,88,86240,High
2025-10-01,South,MAT-1010,Communication Gateway,145,49,0.92,1.565,330,66,396,372,24,23520,High
2025-11-01,South,MAT-1010,Communication Gateway,115,35,0.87,1.58,243,49,292,315,0,0,High
2025-12-01,South,MAT-1010,Communication Gateway,135,52,0.85,1.596,299,60,359,264,95,93100,High
2026-01-01,South,MAT-1010,Communication Gateway,162,31,0.87,1.612,319,64,383,315,68,66640,High
2026-02-01,South,MAT-1010,Communication Gateway,122,49,0.92,1.628,302,60,362,424,0,0,High
2026-03-01,South,MAT-1010,Communication Gateway,159,47,1.0,1.645,400,80,480,471,9,8820,High
2026-04-01,South,MAT-1010,Communication Gateway,189,45,1.08,1.661,495,99,594,502,92,90160,High
2026-05-01,South,MAT-1010,Communication Gateway,144,59,1.13,1.678,454,91,545,555,0,0,High
2026-06-01,South,MAT-1010,Communication Gateway,167,14,1.15,1.694,416,83,499,421,78,76440,High
2026-07-01,South,MAT-1010,Communication Gateway,198,58,1.13,1.711,584,117,701,526,175,171500,High
2026-08-01,South,MAT-1010,Communication Gateway,201,87,1.08,1.729,634,127,761,736,25,24500,High
2026-09-01,South,MAT-1010,Communication Gateway,135,45,1.0,1.746,371,74,445,505,0,0,High
2026-10-01,South,MAT-1010,Communication Gateway,117,19,0.92,1.763,260,52,312,338,0,0,High
2026-11-01,South,MAT-1010,Communication Gateway,134,58,0.87,1.781,351,70,421,398,23,22540,High
2026-12-01,South,MAT-1010,Communication Gateway,120,12,0.85,1.799,238,48,286,282,4,3920,High
2022-01-01,East,MAT-1010,Communication Gateway,165,65,0.87,1.0,236,47,283,276,7,6860,High
2022-02-01,East,MAT-1010,Communication Gateway,173,30,0.92,1.01,223,45,268,253,15,14700,High
2022-03-01,East,MAT-1010,Communication Gateway,206,82,1.0,1.02,347,69,416,420,0,0,High
2022-04-01,East,MAT-1010,Communication Gateway,207,39,1.08,1.03,323,65,388,318,70,68600,High
2022-05-01,East,MAT-1010,Communication Gateway,187,47,1.13,1.041,325,65,390,356,34,33320,High
2022-06-01,East,MAT-1010,Communication Gateway,249,33,1.15,1.051,402,80,482,568,0,0,High
2022-07-01,East,MAT-1010,Communication Gateway,184,82,1.13,1.062,377,75,452,327,125,122500,High
2022-08-01,East,MAT-1010,Communication Gateway,184,53,1.08,1.072,324,65,389,425,0,0,High
2022-09-01,East,MAT-1010,Communication Gateway,164,15,1.0,1.083,229,46,275,327,0,0,High
2022-10-01,East,MAT-1010,Communication Gateway,188,55,0.92,1.094,289,58,347,288,59,57820,High
2022-11-01,East,MAT-1010,Communication Gateway,152,51,0.87,1.105,230,46,276,226,50,49000,High
2022-12-01,East,MAT-1010,Communication Gateway,144,52,0.85,1.116,219,44,263,249,14,13720,High
2023-01-01,East,MAT-1010,Communication Gateway,145,46,0.87,1.127,221,44,265,273,0,0,High
2023-02-01,East,MAT-1010,Communication Gateway,219,90,0.92,1.138,382,76,458,536,0,0,High
2023-03-01,East,MAT-1010,Communication Gateway,192,48,1.0,1.149,326,65,391,404,0,0,High
2023-04-01,East,MAT-1010,Communication Gateway,180,67,1.08,1.161,365,73,438,319,119,116620,High
2023-05-01,East,MAT-1010,Communication Gateway,205,55,1.13,1.173,407,81,488,530,0,0,High
2023-06-01,East,MAT-1010,Communication Gateway,204,14,1.15,1.184,350,70,420,447,0,0,High
2023-07-01,East,MAT-1010,Communication Gateway,211,95,1.13,1.196,488,98,586,592,0,0,High
2023-08-01,East,MAT-1010,Communication Gateway,225,39,1.08,1.208,406,81,487,569,0,0,High
2023-09-01,East,MAT-1010,Communication Gateway,237,94,1.0,1.22,477,95,572,697,0,0,High
2023-10-01,East,MAT-1010,Communication Gateway,218,35,0.92,1.232,338,68,406,347,59,57820,High
2023-11-01,East,MAT-1010,Communication Gateway,186,65,0.87,1.245,321,64,385,383,2,1960,High
2023-12-01,East,MAT-1010,Communication Gateway,187,77,0.85,1.257,333,67,400,400,0,0,High
2024-01-01,East,MAT-1010,Communication Gateway,202,80,0.87,1.27,368,74,442,517,0,0,High
2024-02-01,East,MAT-1010,Communication Gateway,219,77,0.92,1.282,412,82,494,526,0,0,High
2024-03-01,East,MAT-1010,Communication Gateway,230,54,1.0,1.295,434,87,521,383,138,135240,High
2024-04-01,East,MAT-1010,Communication Gateway,243,62,1.08,1.308,508,102,610,618,0,0,High
2024-05-01,East,MAT-1010,Communication Gateway,217,18,1.13,1.321,414,83,497,463,34,33320,High
2024-06-01,East,MAT-1010,Communication Gateway,247,27,1.15,1.335,496,99,595,729,0,0,High
2024-07-01,East,MAT-1010,Communication Gateway,195,46,1.13,1.348,433,87,520,627,0,0,High
2024-08-01,East,MAT-1010,Communication Gateway,260,13,1.08,1.361,474,95,569,653,0,0,High
2024-09-01,East,MAT-1010,Communication Gateway,206,17,1.0,1.375,362,72,434,458,0,0,High
2024-10-01,East,MAT-1010,Communication Gateway,218,47,0.92,1.389,400,80,480,442,38,37240,High
2024-11-01,East,MAT-1010,Communication Gateway,143,22,0.87,1.403,238,48,286,300,0,0,High
2024-12-01,East,MAT-1010,Communication Gateway,157,24,0.85,1.417,257,51,308,343,0,0,High
2025-01-01,East,MAT-1010,Communication Gateway,174,72,0.87,1.431,361,72,433,389,44,43120,High
2025-02-01,East,MAT-1010,Communication Gateway,186,10,0.92,1.445,307,61,368,406,0,0,High
2025-03-01,East,MAT-1010,Communication Gateway,161,39,1.0,1.46,344,69,413,365,48,47040,High
2025-04-01,East,MAT-1010,Communication Gateway,247,84,1.08,1.474,622,124,746,659,87,85260,High
2025-05-01,East,MAT-1010,Communication Gateway,231,81,1.13,1.489,619,124,743,581,162,158760,High
2025-06-01,East,MAT-1010,Communication Gateway,266,69,1.15,1.504,684,137,821,600,221,216580,High
2025-07-01,East,MAT-1010,Communication Gateway,238,102,1.13,1.519,689,138,827,1000,0,0,High
2025-08-01,East,MAT-1010,Communication Gateway,228,62,1.08,1.534,567,113,680,750,0,0,High
2025-09-01,East,MAT-1010,Communication Gateway,212,25,1.0,1.549,433,87,520,383,137,134260,High
2025-10-01,East,MAT-1010,Communication Gateway,201,27,0.92,1.565,387,77,464,337,127,124460,High
2025-11-01,East,MAT-1010,Communication Gateway,185,78,0.87,1.58,427,85,512,571,0,0,High
2025-12-01,East,MAT-1010,Communication Gateway,191,33,0.85,1.596,359,72,431,452,0,0,High
2026-01-01,East,MAT-1010,Communication Gateway,157,63,0.87,1.612,364,73,437,510,0,0,High
2026-02-01,East,MAT-1010,Communication Gateway,196,10,0.92,1.628,364,73,437,361,76,74480,High
2026-03-01,East,MAT-1010,Communication Gateway,195,40,1.0,1.645,456,91,547,604,0,0,High
2026-04-01,East,MAT-1010,Communication Gateway,212,17,1.08,1.661,485,97,582,679,0,0,High
2026-05-01,East,MAT-1010,Communication Gateway,236,56,1.13,1.678,653,131,784,895,0,0,High
2026-06-01,East,MAT-1010,Communication Gateway,190,41,1.15,1.694,531,106,637,666,0,0,High
2026-07-01,East,MAT-1010,Communication Gateway,226,73,1.13,1.711,682,136,818,1003,0,0,High
2026-08-01,East,MAT-1010,Communication Gateway,191,86,1.08,1.729,610,122,732,884,0,0,High
2026-09-01,East,MAT-1010,Communication Gateway,230,51,1.0,1.746,579,116,695,763,0,0,High
2026-10-01,East,MAT-1010,Communication Gateway,180,51,0.92,1.763,442,88,530,611,0,0,High
2026-11-01,East,MAT-1010,Communication Gateway,160,45,0.87,1.781,375,75,450,438,12,11760,High
2026-12-01,East,MAT-1010,Communication Gateway,174,39,0.85,1.799,384,77,461,421,40,39200,High
2022-01-01,West,MAT-1010,Communication Gateway,149,37,0.87,1.0,191,38,229,228,1,980,High
2022-02-01,West,MAT-1010,Communication Gateway,191,28,0.92,1.01,240,48,288,232,56,54880,High
2022-03-01,West,MAT-1010,Communication Gateway,150,27,1.0,1.02,213,43,256,262,0,0,High
2022-04-01,West,MAT-1010,Communication Gateway,177,46,1.08,1.03,293,59,352,335,17,16660,High
2022-05-01,West,MAT-1010,Communication Gateway,199,55,1.13,1.041,352,70,422,500,0,0,High
2022-06-01,West,MAT-1010,Communication Gateway,208,17,1.15,1.051,321,64,385,450,0,0,High
2022-07-01,West,MAT-1010,Communication Gateway,177,23,1.13,1.062,283,57,340,328,12,11760,High
2022-08-01,West,MAT-1010,Communication Gateway,215,23,1.08,1.072,325,65,390,344,46,45080,High
2022-09-01,West,MAT-1010,Communication Gateway,145,20,1.0,1.083,211,42,253,251,2,1960,High
2022-10-01,West,MAT-1010,Communication Gateway,185,67,0.92,1.094,299,60,359,420,0,0,High
2022-11-01,West,MAT-1010,Communication Gateway,178,47,0.87,1.105,255,51,306,275,31,30380,High
2022-12-01,West,MAT-1010,Communication Gateway,121,42,0.85,1.116,182,36,218,168,50,49000,High
2023-01-01,West,MAT-1010,Communication Gateway,174,75,0.87,1.127,288,58,346,323,23,22540,High
2023-02-01,West,MAT-1010,Communication Gateway,166,48,0.92,1.138,264,53,317,367,0,0,High
2023-03-01,West,MAT-1010,Communication Gateway,195,53,1.0,1.149,336,67,403,352,51,49980,High
2023-04-01,West,MAT-1010,Communication Gateway,189,61,1.08,1.161,370,74,444,495,0,0,High
2023-05-01,West,MAT-1010,Communication Gateway,218,77,1.13,1.173,461,92,553,576,0,0,High
2023-06-01,West,MAT-1010,Communication Gateway,166,20,1.15,1.184,299,60,359,283,76,74480,High
2023-07-01,West,MAT-1010,Communication Gateway,212,27,1.13,1.196,381,76,457,454,3,2940,High
2023-08-01,West,MAT-1010,Communication Gateway,182,47,1.08,1.208,353,71,424,511,0,0,High
2023-09-01,West,MAT-1010,Communication Gateway,149,61,1.0,1.22,302,60,362,408,0,0,High
2023-10-01,West,MAT-1010,Communication Gateway,175,52,0.92,1.232,304,61,365,384,0,0,High
2023-11-01,West,MAT-1010,Communication Gateway,140,35,0.87,1.245,224,45,269,266,3,2940,High
2023-12-01,West,MAT-1010,Communication Gateway,144,18,0.85,1.257,204,41,245,258,0,0,High
2024-01-01,West,MAT-1010,Communication Gateway,146,30,0.87,1.27,229,46,275,331,0,0,High
2024-02-01,West,MAT-1010,Communication Gateway,162,22,0.92,1.282,256,51,307,290,17,16660,High
2024-03-01,West,MAT-1010,Communication Gateway,153,20,1.0,1.295,264,53,317,386,0,0,High
2024-04-01,West,MAT-1010,Communication Gateway,193,80,1.08,1.308,455,91,546,494,52,50960,High
2024-05-01,West,MAT-1010,Communication Gateway,214,28,1.13,1.321,426,85,511,383,128,125440,High
2024-06-01,West,MAT-1010,Communication Gateway,213,92,1.15,1.335,552,110,662,489,173,169540,High
2024-07-01,West,MAT-1010,Communication Gateway,234,39,1.13,1.348,491,98,589,481,108,105840,High
2024-08-01,West,MAT-1010,Communication Gateway,210,41,1.08,1.361,435,87,522,497,25,24500,High
2024-09-01,West,MAT-1010,Communication Gateway,177,79,1.0,1.375,415,83,498,364,134,131320,High
2024-10-01,West,MAT-1010,Communication Gateway,129,47,0.92,1.389,265,53,318,246,72,70560,High
2024-11-01,West,MAT-1010,Communication Gateway,148,21,0.87,1.403,243,49,292,289,3,2940,High
2024-12-01,West,MAT-1010,Communication Gateway,161,64,0.85,1.417,320,64,384,379,5,4900,High
2025-01-01,West,MAT-1010,Communication Gateway,135,43,0.87,1.431,261,52,313,244,69,67620,High
2025-02-01,West,MAT-1010,Communication Gateway,156,21,0.92,1.445,278,56,334,283,51,49980,High
2025-03-01,West,MAT-1010,Communication Gateway,205,61,1.0,1.46,458,92,550,406,144,141120,High
2025-04-01,West,MAT-1010,Communication Gateway,179,26,1.08,1.474,385,77,462,546,0,0,High
2025-05-01,West,MAT-1010,Communication Gateway,187,74,1.13,1.489,518,104,622,448,174,170520,High
2025-06-01,West,MAT-1010,Communication Gateway,182,59,1.15,1.504,492,98,590,704,0,0,High
2025-07-01,West,MAT-1010,Communication Gateway,208,41,1.13,1.519,504,101,605,455,150,147000,High
2025-08-01,West,MAT-1010,Communication Gateway,201,25,1.08,1.534,442,88,530,561,0,0,High
2025-09-01,West,MAT-1010,Communication Gateway,181,38,1.0,1.549,400,80,480,538,0,0,High
2025-10-01,West,MAT-1010,Communication Gateway,139,8,0.92,1.565,250,50,300,365,0,0,High
2025-11-01,West,MAT-1010,Communication Gateway,158,57,0.87,1.58,349,70,419,457,0,0,High
2025-12-01,West,MAT-1010,Communication Gateway,137,44,0.85,1.596,290,58,348,334,14,13720,High
2026-01-01,West,MAT-1010,Communication Gateway,158,18,0.87,1.612,291,58,349,287,62,60760,High
2026-02-01,West,MAT-1010,Communication Gateway,183,31,0.92,1.628,378,76,454,499,0,0,High
2026-03-01,West,MAT-1010,Communication Gateway,202,35,1.0,1.645,460,92,552,468,84,82320,High
2026-04-01,West,MAT-1010,Communication Gateway,188,81,1.08,1.661,569,114,683,564,119,116620,High
2026-05-01,West,MAT-1010,Communication Gateway,164,22,1.13,1.678,416,83,499,473,26,25480,High
2026-06-01,West,MAT-1010,Communication Gateway,174,25,1.15,1.694,458,92,550,461,89,87220,High
2026-07-01,West,MAT-1010,Communication Gateway,189,29,1.13,1.711,497,99,596,545,51,49980,High
2026-08-01,West,MAT-1010,Communication Gateway,226,41,1.08,1.729,588,118,706,559,147,144060,High
2026-09-01,West,MAT-1010,Communication Gateway,182,20,1.0,1.746,416,83,499,507,0,0,High
2026-10-01,West,MAT-1010,Communication Gateway,146,9,0.92,1.763,297,59,356,283,73,71540,High
2026-11-01,West,MAT-1010,Communication Gateway,131,37,0.87,1.781,307,61,368,416,0,0,High
2026-12-01,West,MAT-1010,Communication Gateway,134,50,0.85,1.799,332,66,398,371,27,26460,High
2022-01-01,North,MAT-1011,Grounding Kit,189,17,0.87,1.0,211,42,253,302,0,0,High
2022-02-01,North,MAT-1011,Grounding Kit,219,13,0.92,1.01,254,51,305,330,0,0,High
2022-03-01,North,MAT-1011,Grounding Kit,191,19,1.0,1.02,253,51,304,310,0,0,High
2022-04-01,North,MAT-1011,Grounding Kit,253,23,1.08,1.03,362,72,434,509,0,0,High
2022-05-01,North,MAT-1011,Grounding Kit,282,21,1.13,1.041,420,84,504,401,103,13390,High
2022-06-01,North,MAT-1011,Grounding Kit,256,79,1.15,1.051,478,96,574,423,151,19630,High
2022-07-01,North,MAT-1011,Grounding Kit,246,80,1.13,1.062,461,92,553,483,70,9100,High
2022-08-01,North,MAT-1011,Grounding Kit,266,88,1.08,1.072,484,97,581,476,105,13650,High
2022-09-01,North,MAT-1011,Grounding Kit,186,42,1.0,1.083,291,58,349,293,56,7280,High
2022-10-01,North,MAT-1011,Grounding Kit,165,14,0.92,1.094,213,43,256,311,0,0,High
2022-11-01,North,MAT-1011,Grounding Kit,183,22,0.87,1.105,232,46,278,274,4,520,High
2022-12-01,North,MAT-1011,Grounding Kit,206,54,0.85,1.116,291,58,349,343,6,780,High
2023-01-01,North,MAT-1011,Grounding Kit,190,11,0.87,1.127,233,47,280,265,15,1950,High
2023-02-01,North,MAT-1011,Grounding Kit,221,78,0.92,1.138,369,74,443,321,122,15860,High
2023-03-01,North,MAT-1011,Grounding Kit,234,82,1.0,1.149,429,86,515,424,91,11830,High
2023-04-01,North,MAT-1011,Grounding Kit,238,62,1.08,1.161,444,89,533,614,0,0,High
2023-05-01,North,MAT-1011,Grounding Kit,262,67,1.13,1.173,514,103,617,500,117,15210,High
2023-06-01,North,MAT-1011,Grounding Kit,258,50,1.15,1.184,495,99,594,602,0,0,High
2023-07-01,North,MAT-1011,Grounding Kit,219,41,1.13,1.196,415,83,498,387,111,14430,High
2023-08-01,North,MAT-1011,Grounding Kit,205,48,1.08,1.208,390,78,468,402,66,8580,High
2023-09-01,North,MAT-1011,Grounding Kit,243,56,1.0,1.22,431,86,517,446,71,9230,High
2023-10-01,North,MAT-1011,Grounding Kit,172,29,0.92,1.232,269,54,323,349,0,0,High
2023-11-01,North,MAT-1011,Grounding Kit,193,51,0.87,1.245,312,62,374,388,0,0,High
2023-12-01,North,MAT-1011,Grounding Kit,158,62,0.85,1.257,277,55,332,375,0,0,High
2024-01-01,North,MAT-1011,Grounding Kit,208,27,0.87,1.27,306,61,367,372,0,0,High
2024-02-01,North,MAT-1011,Grounding Kit,172,76,0.92,1.282,345,69,414,371,43,5590,High
2024-03-01,North,MAT-1011,Grounding Kit,187,57,1.0,1.295,373,75,448,323,125,16250,High
2024-04-01,North,MAT-1011,Grounding Kit,213,53,1.08,1.308,443,89,532,399,133,17290,High
2024-05-01,North,MAT-1011,Grounding Kit,258,72,1.13,1.321,581,116,697,789,0,0,High
2024-06-01,North,MAT-1011,Grounding Kit,257,48,1.15,1.335,552,110,662,719,0,0,High
2024-07-01,North,MAT-1011,Grounding Kit,214,84,1.13,1.348,536,107,643,788,0,0,High
2024-08-01,North,MAT-1011,Grounding Kit,200,89,1.08,1.361,501,100,601,711,0,0,High
2024-09-01,North,MAT-1011,Grounding Kit,243,57,1.0,1.375,487,97,584,708,0,0,High
2024-10-01,North,MAT-1011,Grounding Kit,216,34,0.92,1.389,377,75,452,431,21,2730,High
2024-11-01,North,MAT-1011,Grounding Kit,172,19,0.87,1.403,275,55,330,375,0,0,High
2024-12-01,North,MAT-1011,Grounding Kit,177,47,0.85,1.417,318,64,382,326,56,7280,High
2025-01-01,North,MAT-1011,Grounding Kit,197,15,0.87,1.431,311,62,373,313,60,7800,High
2025-02-01,North,MAT-1011,Grounding Kit,177,47,0.92,1.445,351,70,421,396,25,3250,High
2025-03-01,North,MAT-1011,Grounding Kit,220,55,1.0,1.46,474,95,569,694,0,0,High
2025-04-01,North,MAT-1011,Grounding Kit,264,66,1.08,1.474,620,124,744,747,0,0,High
2025-05-01,North,MAT-1011,Grounding Kit,275,42,1.13,1.489,629,126,755,803,0,0,High
2025-06-01,North,MAT-1011,Grounding Kit,206,61,1.15,1.504,545,109,654,743,0,0,High
2025-07-01,North,MAT-1011,Grounding Kit,244,47,1.13,1.519,589,118,707,797,0,0,High
2025-08-01,North,MAT-1011,Grounding Kit,181,60,1.08,1.534,471,94,565,639,0,0,High
2025-09-01,North,MAT-1011,Grounding Kit,200,36,1.0,1.549,431,86,517,502,15,1950,High
2025-10-01,North,MAT-1011,Grounding Kit,184,50,0.92,1.565,398,80,478,474,4,520,High
2025-11-01,North,MAT-1011,Grounding Kit,166,8,0.87,1.58,282,56,338,278,60,7800,High
2025-12-01,North,MAT-1011,Grounding Kit,205,32,0.85,1.596,379,76,455,556,0,0,High
2026-01-01,North,MAT-1011,Grounding Kit,164,60,0.87,1.612,371,74,445,342,103,13390,High
2026-02-01,North,MAT-1011,Grounding Kit,177,65,0.92,1.628,428,86,514,388,126,16380,High
2026-03-01,North,MAT-1011,Grounding Kit,169,27,1.0,1.645,380,76,456,457,0,0,High
2026-04-01,North,MAT-1011,Grounding Kit,253,17,1.08,1.661,572,114,686,688,0,0,High
2026-05-01,North,MAT-1011,Grounding Kit,236,23,1.13,1.678,579,116,695,793,0,0,High
2026-06-01,North,MAT-1011,Grounding Kit,194,72,1.15,1.694,612,122,734,713,21,2730,High
2026-07-01,North,MAT-1011,Grounding Kit,221,25,1.13,1.711,561,112,673,530,143,18590,High
2026-08-01,North,MAT-1011,Grounding Kit,204,62,1.08,1.729,586,117,703,667,36,4680,High
2026-09-01,North,MAT-1011,Grounding Kit,250,37,1.0,1.746,591,118,709,688,21,2730,High
2026-10-01,North,MAT-1011,Grounding Kit,209,17,0.92,1.763,433,87,520,496,24,3120,High
2026-11-01,North,MAT-1011,Grounding Kit,217,78,0.87,1.781,539,108,647,607,40,5200,High
2026-12-01,North,MAT-1011,Grounding Kit,162,22,0.85,1.799,332,66,398,333,65,8450,High
